partner,host,class,socket,t_lat_s,t_lat_min_s,inv_bw_s_per_word,bw_GB_s,m2_words,m_eager_words,m_eager_bytes,m_eager_next_bytes,eager_score
14,ccc0391.campuscluster.illinois.edu,intra,0,1.1230755e-06,1.1230755e-06,1.060167778038743e-09,7.545975425511985,22.580851477648284,1011,8088,8224,0.23519025151546988
15,ccc0391.campuscluster.illinois.edu,intra,1,1.0274295e-06,1.0274295e-06,7.535776779878987e-10,10.61602570468982,22.87958632856793,1011,8088,8224,0.28409761376864395
16,ccc0391.campuscluster.illinois.edu,intra,0,1.190462e-06,1.190462e-06,1.0590702768388699e-09,7.553795224882082,22.79403154148113,1011,8088,8224,0.23660640981492773
17,ccc0391.campuscluster.illinois.edu,intra,1,1.023077e-06,1.023077e-06,7.533148655378486e-10,10.619729366800952,22.881167713444956,1011,8088,8224,0.28287766561333083
18,ccc0391.campuscluster.illinois.edu,intra,0,1.1180955e-06,1.1180955e-06,1.0602096234889103e-09,7.54567759314786,22.585881780839937,1011,8088,8224,0.23753441806172979
19,ccc0391.campuscluster.illinois.edu,intra,1,1.062386e-06,1.062386e-06,7.531569434374586e-10,10.621956113804735,23.479918070583906,1011,8088,8224,0.270702122686855
20,ccc0391.campuscluster.illinois.edu,intra,0,1.119629e-06,1.119629e-06,1.060343929661891e-09,7.544721836197939,22.54973767259642,1011,8088,8224,0.24187990115182464
21,ccc0391.campuscluster.illinois.edu,intra,1,1.026047e-06,1.026047e-06,7.543774903548163e-10,10.604770293765332,22.884708350342862,1011,8088,8224,0.27658473373396686
22,ccc0391.campuscluster.illinois.edu,intra,0,1.1224285e-06,1.1224285e-06,1.0602189579271112e-09,7.54561115907719,22.57643341546997,1011,8088,8224,0.23079649882416428
23,ccc0391.campuscluster.illinois.edu,intra,1,1.082183e-06,1.082183e-06,7.547785595392486e-10,10.59913520183134,31.11788300101371,1011,8088,8224,0.2786677616626458
24,ccc0391.campuscluster.illinois.edu,intra,0,1.116783e-06,1.116783e-06,1.05705785173021e-09,7.568176128586971,22.564129458350315,1011,8088,8224,0.2540163812764816
25,ccc0391.campuscluster.illinois.edu,intra,1,1.0807155e-06,1.0807155e-06,7.538421914889341e-10,10.61230067820824,31.107751655857545,1011,8088,8224,0.2709434731193804
26,ccc0391.campuscluster.illinois.edu,intra,0,1.12297e-06,1.12297e-06,1.0542181931438725e-09,7.588561885981619,22.58196648113265,1011,8088,8224,0.23581738617768558
27,ccc0391.campuscluster.illinois.edu,intra,1,1.0307415e-06,1.0307415e-06,7.538572829043071e-10,10.612088231315132,22.893969414401038,1011,8088,8224,0.2808799546615723
28,ccc0391.campuscluster.illinois.edu,intra,0,1.1254145e-06,1.1254145e-06,1.059362077834715e-09,7.5517145340445015,22.580590013573648,1011,8088,8224,0.24074800636224838
29,ccc0391.campuscluster.illinois.edu,intra,1,1.0281965e-06,1.0281965e-06,7.533438173333198e-10,10.619321239428677,22.88232630150703,1011,8088,8224,0.2806197948273066
30,ccc0391.campuscluster.illinois.edu,intra,0,1.1239165e-06,1.1239165e-06,1.0604565135253812e-09,7.5439208472630375,22.587152987475292,1011,8088,8224,0.2255375013044815
31,ccc0391.campuscluster.illinois.edu,intra,1,1.029574e-06,1.029574e-06,7.537760270405507e-10,10.613232197645397,22.88434152293022,1011,8088,8224,0.2802381376292264
32,ccc0391.campuscluster.illinois.edu,intra,0,1.1711355e-06,1.1711355e-06,1.0577887099574173e-09,7.562947046695224,22.742557286072397,1011,8088,8224,0.24177303339570602
33,ccc0391.campuscluster.illinois.edu,intra,1,1.0230565e-06,1.0230565e-06,7.538245325599682e-10,10.612549279647627,22.88012369138303,1011,8088,8224,0.2733477878603936
34,ccc0391.campuscluster.illinois.edu,intra,0,1.120029e-06,1.120029e-06,1.0617459391013593e-09,7.534759216287694,22.575338895499748,1011,8088,8224,0.23430026253620692
35,ccc0391.campuscluster.illinois.edu,intra,1,1.0723195e-06,1.0723195e-06,7.542490835009752e-10,10.606575698927788,28.713686054299295,1011,8088,8224,0.27240267687173575
36,ccc0391.campuscluster.illinois.edu,intra,0,1.123175e-06,1.123175e-06,1.0578859762884599e-09,7.562251678642721,22.586493017019045,1011,8088,8224,0.23635807609406276
37,ccc0391.campuscluster.illinois.edu,intra,1,1.023933e-06,1.023933e-06,7.541339467154105e-10,10.60819504922642,22.873644258830403,1011,8088,8224,0.28269613610314953
38,ccc0391.campuscluster.illinois.edu,intra,0,1.121001e-06,1.121001e-06,5.632774123500516e-10,14.202593295234708,22.585200412275064,1011,8088,8224,0.23304922007784462
39,ccc0391.campuscluster.illinois.edu,intra,1,1.0186335e-06,1.0129675e-06,4.5484799901967793e-10,17.588293269932354,22.730910515340337,1011,8088,8224,0.2692617879322808
40,ccc0391.campuscluster.illinois.edu,intra,0,1.0953525e-06,1.0953525e-06,1.0594869137214456e-09,7.550824740156551,24.367333777554645,1011,8088,8224,0.23588800888982883
41,ccc0391.campuscluster.illinois.edu,intra,1,1.0276555e-06,1.0276555e-06,7.526715178804752e-10,10.628806604145218,22.885782539898564,1011,8088,8224,0.2770626534106033
42,ccc0391.campuscluster.illinois.edu,intra,0,1.1302135e-06,1.1302135e-06,1.0572064875452586e-09,7.56711209611975,22.599470952178375,1011,8088,8224,0.2350638228886984
43,ccc0391.campuscluster.illinois.edu,intra,1,1.0788515e-06,1.0788515e-06,4.556468229239954e-10,17.557458095860458,31.050627717965032,1011,8088,8224,0.27580489085318327
44,ccc0391.campuscluster.illinois.edu,intra,0,1.099481e-06,1.095308e-06,1.0641140849816702e-09,7.5179908929950905,23.201516557220227,1011,8088,8224,0.23283363653899392
45,ccc0391.campuscluster.illinois.edu,intra,1,1.024885e-06,1.024885e-06,7.516283164829947e-10,10.643558557550696,22.87356753219659,1011,8088,8224,0.2805579043639319
46,ccc0391.campuscluster.illinois.edu,intra,0,1.1279645e-06,1.1279645e-06,1.0579242701195789e-09,7.561977946772832,22.59473252613342,1011,8088,8224,0.2376525043474387
47,ccc0391.campuscluster.illinois.edu,intra,1,1.030516e-06,1.030516e-06,7.531967829373009e-10,10.62139427733848,22.893121800763453,1011,8088,8224,0.28004125241105177
48,ccc0391.campuscluster.illinois.edu,intra,0,1.1215525e-06,1.1215525e-06,1.0612938971194241e-09,7.537968532292224,22.570242706863144,1011,8088,8224,0.2267074797617826
49,ccc0391.campuscluster.illinois.edu,intra,1,1.0271245e-06,1.0271245e-06,7.542927384684509e-10,10.605961839488938,22.886739648627202,1011,8088,8224,0.2854638385249206
50,ccc0391.campuscluster.illinois.edu,intra,0,1.124448e-06,1.124448e-06,1.0597637160437648e-09,7.548852521451702,22.59476182865134,1011,8088,8224,0.2327391540449319
51,ccc0391.campuscluster.illinois.edu,intra,1,1.0265135e-06,1.0265135e-06,7.558403432209643e-10,10.584245828832742,22.883392670729908,1011,8088,8224,0.28610241437557676
52,ccc0391.campuscluster.illinois.edu,intra,0,1.1218725e-06,1.1218725e-06,1.0590252359377163e-09,7.554116491772155,22.577981736338273,1011,8088,8224,0.24117394118544896
53,ccc0391.campuscluster.illinois.edu,intra,1,1.026859e-06,1.026859e-06,7.540624648973216e-10,10.609200659642084,22.884886626679485,1011,8088,8224,0.2851110529960202
54,ccc0391.campuscluster.illinois.edu,intra,0,1.1236415e-06,1.1236415e-06,1.0630015215415564e-09,7.525859406483693,22.59203027036655,1011,8088,8224,0.2335988188233248
55,ccc0391.campuscluster.illinois.edu,intra,1,1.0293385e-06,1.0293385e-06,7.526223615550359e-10,10.62950080764375,22.894134498395264,1011,8088,8224,0.27784209617376626
56,ccc0391.campuscluster.illinois.edu,intra,0,1.1301635e-06,1.1301635e-06,1.0647884911348638e-09,7.513229215572671,22.602961467294172,1011,8088,8224,0.243865326279851
57,ccc0391.campuscluster.illinois.edu,intra,1,1.077314e-06,1.077314e-06,7.527976635126161e-10,10.627025544515293,31.001180890769763,1011,8088,8224,0.2696298730158308
58,ccc0391.campuscluster.illinois.edu,intra,0,1.126547e-06,1.126547e-06,1.059487065966732e-09,7.550823655124451,22.58136975213404,1011,8088,8224,0.23902099473526198
59,ccc0391.campuscluster.illinois.edu,intra,1,1.025917e-06,1.025917e-06,7.545671095744468e-10,10.60210536410971,22.87604791573765,1011,8088,8224,0.2775939457503932
60,ccc0391.campuscluster.illinois.edu,intra,0,1.17896e-06,1.17896e-06,1.0604437489150081e-09,7.544011653786626,22.737460368152817,1011,8088,8224,0.23739649758866269
61,ccc0391.campuscluster.illinois.edu,intra,1,1.0276505e-06,1.0276505e-06,7.518931967195834e-10,10.63980899801063,22.882964159090587,1011,8088,8224,0.28325298572166807
62,ccc0391.campuscluster.illinois.edu,intra,0,1.126642e-06,1.126642e-06,1.0588318362582356e-09,7.555496280005037,22.58345798077376,1011,8088,8224,0.23138779782346786
63,ccc0391.campuscluster.illinois.edu,intra,1,1.0292685e-06,1.0292685e-06,7.564425340798924e-10,10.575819893220167,22.88824516055289,1011,8088,8224,0.288489147824621
64,ccc0391.campuscluster.illinois.edu,intra,0,1.1269925e-06,1.1269925e-06,1.0596826049374907e-09,7.5494303319925775,22.597464036951294,1011,8088,8224,0.22707053602984442
65,ccc0391.campuscluster.illinois.edu,intra,1,1.026223e-06,1.026223e-06,7.54081150622148e-10,10.60893776936298,22.890519502979757,1011,8088,8224,0.27908040484943575
66,ccc0391.campuscluster.illinois.edu,intra,0,1.12577e-06,1.12577e-06,1.0603901375514415e-09,7.544393065058949,22.58735412145472,1011,8088,8224,0.2340512059398336
67,ccc0391.campuscluster.illinois.edu,intra,1,1.0280615e-06,1.0280615e-06,7.545840268771636e-10,10.60186767152745,22.886952455088057,1011,8088,8224,0.28403404757695283
68,ccc0391.campuscluster.illinois.edu,intra,0,1.1763305e-06,1.1763305e-06,1.0597684150129593e-09,7.548819050152739,22.750550725622173,1011,8088,8224,0.23516194001633298
69,ccc0391.campuscluster.illinois.edu,intra,1,1.024229e-06,1.024229e-06,7.513043500110559e-10,10.64814811718084,22.876552272433646,1011,8088,8224,0.285755624401099
70,ccc0391.campuscluster.illinois.edu,intra,0,1.123977e-06,1.123977e-06,1.0582492570996764e-09,7.5596556731118785,22.582541163392243,1011,8088,8224,0.2029341172842824
71,ccc0391.campuscluster.illinois.edu,intra,1,1.0275955e-06,1.0275955e-06,7.528065903484916e-10,10.626899528465358,22.87941761009368,1011,8088,8224,0.27238047010622296
72,ccc0391.campuscluster.illinois.edu,intra,0,1.1241975e-06,1.1241975e-06,1.059727654273081e-09,7.5491094034793225,22.588246683837447,1011,8088,8224,0.2300126311552501
73,ccc0391.campuscluster.illinois.edu,intra,1,1.024229e-06,1.024229e-06,7.550180044714402e-10,10.59577381283841,22.877773970950198,1011,8088,8224,0.280977706229336
74,ccc0391.campuscluster.illinois.edu,intra,0,1.185813e-06,1.185813e-06,1.0583014462505007e-09,7.559282875728391,22.751293101717213,1011,8088,8224,0.23498786981122863
75,ccc0391.campuscluster.illinois.edu,intra,1,1.0519915e-06,1.0519915e-06,7.520395702253402e-10,10.637738114768204,22.963785504096183,1011,8088,8224,0.28338780710353356
76,ccc0391.campuscluster.illinois.edu,intra,0,1.129327e-06,1.129327e-06,1.0598129315632234e-09,7.548501968361534,22.594319823486668,1011,8088,8224,0.23557080384424736
77,ccc0391.campuscluster.illinois.edu,intra,1,1.0308615e-06,1.0308615e-06,7.537160532293405e-10,10.614076701330074,22.899023226716157,1011,8088,8224,0.2825299169884649
78,ccc0391.campuscluster.illinois.edu,intra,0,1.1268675e-06,1.1268675e-06,1.0582642885754644e-09,7.55954829654967,22.593530252622365,1011,8088,8224,0.2385915318872818
79,ccc0391.campuscluster.illinois.edu,intra,1,1.029389e-06,1.029389e-06,7.515560060044727e-10,10.644582620702774,22.886744365684297,1011,8088,8224,0.27676286725952604
80,ccc0391.campuscluster.illinois.edu,intra,0,1.119729e-06,1.119729e-06,1.0592109428451805e-09,7.552792060957135,22.567813638458368,1011,8088,8224,0.23841739298008288
81,ccc0391.campuscluster.illinois.edu,intra,1,1.0277255e-06,1.0277255e-06,7.508896759639913e-10,10.654028489244586,22.892020214147454,1011,8088,8224,0.292219944218216
82,ccc0391.campuscluster.illinois.edu,intra,0,1.12309e-06,1.12309e-06,1.0634473889486223e-09,7.5227040689894435,22.582434355423516,1011,8088,8224,0.2407441313135473
83,ccc0391.campuscluster.illinois.edu,intra,1,1.024274e-06,1.024274e-06,7.519086578085111e-10,10.639590217402928,22.881947152749884,1011,8088,8224,0.2779589421672945
84,ccc0391.campuscluster.illinois.edu,intra,0,1.128781e-06,1.128781e-06,1.0576307633925749e-09,7.564076497111624,22.602027543317995,1011,8088,8224,0.23798684443906645
85,ccc0391.campuscluster.illinois.edu,intra,1,1.0251155e-06,1.0251155e-06,7.531594963595332e-10,10.621920109443945,22.88290665041363,1011,8088,8224,0.28783735842437447
86,ccc0391.campuscluster.illinois.edu,intra,0,1.125234e-06,1.125234e-06,1.058565502919908e-09,7.5573972304341055,22.588153263296594,1011,8088,8224,0.23882881625667632
87,ccc0391.campuscluster.illinois.edu,intra,1,1.0260875e-06,1.0260875e-06,7.551494991166889e-10,10.593928764248318,22.87869857508207,1011,8088,8224,0.2816795279043058
88,ccc0391.campuscluster.illinois.edu,intra,0,1.1243675e-06,1.1243675e-06,1.058011324762323e-09,7.561355736714028,22.581031484676423,1011,8088,8224,0.24162972296372717
89,ccc0391.campuscluster.illinois.edu,intra,1,1.0798635e-06,1.0798635e-06,7.528424234378669e-10,10.626393719243229,31.090597203938163,1011,8088,8224,0.28484920490874777
90,ccc0391.campuscluster.illinois.edu,intra,0,1.159744e-06,1.159744e-06,1.0624901712500129e-09,7.529481416838004,22.681649916893715,1011,8088,8224,0.23144418087569082
91,ccc0391.campuscluster.illinois.edu,intra,1,1.0266985e-06,1.0266985e-06,7.524832959827357e-10,10.631465233460204,22.868052216654874,1011,8088,8224,0.2784815489658994
92,ccc0391.campuscluster.illinois.edu,intra,0,1.1295225e-06,1.1295225e-06,1.0573819306108897e-09,7.565856544737905,22.593209779889783,1011,8088,8224,0.23323290198044663
93,ccc0391.campuscluster.illinois.edu,intra,1,1.0846875e-06,1.0846875e-06,7.530011860011658e-10,10.624153253309236,31.173050605317354,1011,8088,8224,0.2745656701735491
94,ccc0391.campuscluster.illinois.edu,intra,0,1.171426e-06,1.171426e-06,1.0624567279708354e-09,7.529718424654375,22.72226883412559,1011,8088,8224,0.23750415720712606
95,ccc0391.campuscluster.illinois.edu,intra,1,1.082624e-06,1.082624e-06,7.540359217641265e-10,10.609574118542483,31.093908944111064,1011,8088,8224,0.276229998185451
96,ccc0392.campuscluster.illinois.edu,inter,0,2.7538915e-06,2.65226e-06,2.997043460945398e-09,2.6692972938992523,220.68839934565048,1011,8088,8224,0.39887987363066696
97,ccc0392.campuscluster.illinois.edu,inter,1,2.7017235e-06,2.4837125e-06,7.897456779029278e-10,10.129843345572986,409.14713912333656,1011,8088,8224,0.4793969836214203
98,ccc0392.campuscluster.illinois.edu,inter,0,2.774871e-06,2.6593735e-06,3.003149029379027e-09,2.663870464548405,224.73146889039305,1011,8088,8224,0.39815371314125997
99,ccc0392.campuscluster.illinois.edu,inter,1,2.47148e-06,2.47148e-06,7.901932051426062e-10,10.124106291898878,294.7740590318912,1011,8088,8224,0.4776347464994649
100,ccc0392.campuscluster.illinois.edu,inter,0,2.6594485e-06,2.6594485e-06,2.9954723400406053e-09,2.6706973364646576,195.31198567742607,1011,8088,8224,0.3995919554434947
101,ccc0392.campuscluster.illinois.edu,inter,1,2.470618e-06,2.470618e-06,7.899756961818498e-10,10.126893825551852,291.73827640661193,1011,8088,8224,0.4779400460505021
102,ccc0392.campuscluster.illinois.edu,inter,0,2.6508025e-06,2.6508025e-06,3.0071083562245348e-09,2.6603630638851032,189.7219631032718,1011,8088,8224,0.4017055485529255
103,ccc0392.campuscluster.illinois.edu,inter,1,2.698297e-06,2.4986805e-06,7.891853115075515e-10,10.137036109703937,409.6023138908481,1011,8088,8224,0.4794245927556427
104,ccc0392.campuscluster.illinois.edu,inter,0,2.761235e-06,2.666933e-06,3.0097095285263514e-09,2.6580638178452562,219.876233241115,1011,8088,8224,0.4005408012442652
105,ccc0392.campuscluster.illinois.edu,inter,1,2.472827e-06,2.472827e-06,7.903313182268425e-10,10.122337069912017,296.13588917870425,1011,8088,8224,0.46885810222394353
106,ccc0392.campuscluster.illinois.edu,inter,0,2.766425e-06,2.672072e-06,3.0040851859037855e-09,2.6630403283964075,225.19833508143387,1011,8088,8224,0.40031909978591074
107,ccc0392.campuscluster.illinois.edu,inter,1,2.7064425e-06,2.4926795e-06,7.901214680323098e-10,10.125025484907926,412.52082369196233,1011,8088,8224,0.4664578481265437
108,ccc0392.campuscluster.illinois.edu,inter,0,2.6738055e-06,2.6636665e-06,3.0110163693363426e-09,2.6569101654413387,196.99083510816817,1011,8088,8224,0.40092666063607163
109,ccc0392.campuscluster.illinois.edu,inter,1,2.590268e-06,2.4860475e-06,7.908120334534909e-10,10.116183949634468,356.2102366405681,1011,8088,8224,0.4912324520421991
110,ccc0392.campuscluster.illinois.edu,inter,0,2.7549585e-06,2.6684155e-06,3.0041456569555116e-09,2.662986723522398,219.64466010516867,1011,8088,8224,0.39926286708701614
111,ccc0392.campuscluster.illinois.edu,inter,1,2.475091e-06,2.475091e-06,7.894538866665327e-10,10.133587452181636,311.5536055442826,1011,8088,8224,0.47968459509554345
112,ccc0392.campuscluster.illinois.edu,inter,0,2.7639355e-06,2.6684805e-06,3.0066378526861847e-09,2.6607793794828516,179.73063822795973,1011,8088,8224,0.39753403824677175
113,ccc0392.campuscluster.illinois.edu,inter,1,2.489659e-06,2.477366e-06,7.885585691382356e-10,10.145092974821997,301.42863667219535,1011,8088,8224,0.4795722116189946
114,ccc0392.campuscluster.illinois.edu,inter,0,2.75858e-06,2.668175e-06,2.9929332564052815e-09,2.6729630481665168,219.80981343170603,1011,8088,8224,0.4032923383204265
115,ccc0392.campuscluster.illinois.edu,inter,1,2.6911735e-06,2.4778915e-06,7.896637291043329e-10,10.130894588604075,405.30574040918845,1011,8088,8224,0.4763640112522693
116,ccc0392.campuscluster.illinois.edu,inter,0,2.662875e-06,2.659614e-06,2.995715575199203e-09,2.6704804909484876,193.20440603633634,1011,8088,8224,0.3986985207920253
117,ccc0392.campuscluster.illinois.edu,inter,1,2.668255e-06,2.475813e-06,7.909192561806243e-10,10.114812526669624,393.17688734571453,1011,8088,8224,0.4769687735153746
118,ccc0392.campuscluster.illinois.edu,inter,0,2.757473e-06,2.669187e-06,2.998535026560425e-09,2.6679695014857576,221.87576738905562,1011,8088,8224,0.39706146644897583
119,ccc0392.campuscluster.illinois.edu,inter,1,2.4869335e-06,2.4823e-06,7.912238197841249e-10,10.110919059770843,291.8981781451206,1011,8088,8224,0.4833899966197194
120,ccc0392.campuscluster.illinois.edu,inter,0,2.6712105e-06,2.6671885e-06,3.0036478703524057e-09,2.6634280532562538,195.79151976874914,1011,8088,8224,0.3906945490707416
121,ccc0392.campuscluster.illinois.edu,inter,1,2.694645e-06,2.4957005e-06,7.899578257273275e-10,10.127122916510467,405.3492798120103,1011,8088,8224,0.4818603678321254
122,ccc0392.campuscluster.illinois.edu,inter,0,2.669763e-06,2.667434e-06,2.9986295914303513e-09,2.6678853643220357,192.78904897306285,1011,8088,8224,0.3974123839735248
123,ccc0392.campuscluster.illinois.edu,inter,1,2.7030855e-06,2.49802e-06,7.901699735517273e-10,10.124403948230123,407.9556123534879,1011,8088,8224,0.4733255811435141
124,ccc0392.campuscluster.illinois.edu,inter,0,2.670099e-06,2.663346e-06,3.0036833559692425e-09,2.66339658742708,196.39837722390573,1011,8088,8224,0.39513703707762465
125,ccc0392.campuscluster.illinois.edu,inter,1,2.684621e-06,2.4774155e-06,7.89129243974511e-10,10.137756344838238,403.88647745407695,1011,8088,8224,0.47967261084959334
126,ccc0392.campuscluster.illinois.edu,inter,0,2.6725885e-06,2.662134e-06,3.0046121090199842e-09,2.6625733072111473,197.23214199388357,1011,8088,8224,0.39590504018675754
127,ccc0392.campuscluster.illinois.edu,inter,1,2.678244e-06,2.481759e-06,7.905894186485853e-10,10.119032472854254,387.27301062463624,1011,8088,8224,0.48162629415654445
128,ccc0392.campuscluster.illinois.edu,inter,0,2.7707935e-06,2.6804935e-06,3.001884908283532e-09,2.6649922446808176,222.38733996383098,1011,8088,8224,0.399324074697699
129,ccc0392.campuscluster.illinois.edu,inter,1,2.70267e-06,2.4948385e-06,7.902927691035159e-10,10.122830820121202,412.60272514624876,1011,8088,8224,0.48010382489315145
130,ccc0392.campuscluster.illinois.edu,inter,0,2.762187e-06,2.6625195e-06,2.995066478090823e-09,2.671059243098846,224.3277032552871,1011,8088,8224,0.3953969159095981
131,ccc0392.campuscluster.illinois.edu,inter,1,2.6900865e-06,2.4957655e-06,7.905187750015076e-10,10.119936746581057,404.28470537593915,1011,8088,8224,0.482904531402844
132,ccc0392.campuscluster.illinois.edu,inter,0,2.7703475e-06,2.6631155e-06,3.012241190423543e-09,2.655829827117908,222.96992055501522,1011,8088,8224,0.3967903026036017
133,ccc0392.campuscluster.illinois.edu,inter,1,2.6993935e-06,2.4848945e-06,7.919018758871405e-10,10.102261711449888,407.78155123423016,1011,8088,8224,0.47045193545851866
134,ccc0392.campuscluster.illinois.edu,inter,0,2.6689515e-06,2.6689515e-06,3.005402238402075e-09,2.6618733085969466,194.73523613420173,1011,8088,8224,0.3977002302897198
135,ccc0392.campuscluster.illinois.edu,inter,1,2.719201e-06,2.486463e-06,7.900982364414309e-10,10.125323195292351,419.5632138951728,1011,8088,8224,0.4785597178484279
136,ccc0392.campuscluster.illinois.edu,inter,0,2.772121e-06,2.6600495e-06,3.013310935696999e-09,2.6548869899977805,227.83864196972564,1011,8088,8224,0.3949176536096945
137,ccc0392.campuscluster.illinois.edu,inter,1,2.6987625e-06,2.4916075e-06,7.890520489752571e-10,10.138748147716758,404.87405029579963,1011,8088,8224,0.48294088250114936
138,ccc0392.campuscluster.illinois.edu,inter,0,2.7714045e-06,2.6690265e-06,2.9984016154890885e-09,2.668088210289691,221.72782365295652,1011,8088,8224,0.39872212578836375
139,ccc0392.campuscluster.illinois.edu,inter,1,2.6741865e-06,2.4778915e-06,7.909141503364751e-10,10.114877824093293,389.92264895746996,1011,8088,8224,0.47614321501417495
140,ccc0392.campuscluster.illinois.edu,inter,0,2.7725265e-06,2.6689215e-06,3.004972581616919e-09,2.6622539083851975,224.75538767672148,1011,8088,8224,0.3889588742651159
141,ccc0392.campuscluster.illinois.edu,inter,1,2.7071885e-06,2.5010805e-06,7.917890367314428e-10,10.103701401353732,409.7538746002618,1011,8088,8224,0.47874839564567034
142,ccc0392.campuscluster.illinois.edu,inter,0,2.7726915e-06,2.667484e-06,3.0171985254322096e-09,2.6514662302024066,223.88970349860134,1011,8088,8224,0.39853059988296136
143,ccc0392.campuscluster.illinois.edu,inter,1,2.710795e-06,2.4865885e-06,7.964902427318308e-10,10.044065288937267,413.63311250190833,1011,8088,8224,0.4776898654834402
144,ccc0392.campuscluster.illinois.edu,inter,0,2.6785195e-06,2.6785195e-06,2.9984707996773108e-09,2.668026649070901,196.445898098725,1011,8088,8224,0.3996301171748703
145,ccc0392.campuscluster.illinois.edu,inter,1,2.6869005e-06,2.489689e-06,7.894614248095363e-10,10.133490691999375,404.84846309710736,1011,8088,8224,0.47981211039683097
146,ccc0392.campuscluster.illinois.edu,inter,0,2.676045e-06,2.670189e-06,2.995191826564686e-09,2.6709474595406943,197.1804720494972,1011,8088,8224,0.40497285121484833
147,ccc0392.campuscluster.illinois.edu,inter,1,2.6723425e-06,2.4733235e-06,7.912674747516007e-10,10.11036123089908,394.6182394563333,1011,8088,8224,0.4785049600071467
148,ccc0392.campuscluster.illinois.edu,inter,0,2.773313e-06,2.6693975e-06,2.9976386122177955e-09,2.668767331523402,222.64821643951052,1011,8088,8224,0.40098574541384474
149,ccc0392.campuscluster.illinois.edu,inter,1,2.6602655e-06,2.481849e-06,7.899754408896423e-10,10.126897098206856,388.3007515450281,1011,8088,8224,0.4815574465865547
150,ccc0392.campuscluster.illinois.edu,inter,0,2.674547e-06,2.6696675e-06,3.0006703973367918e-09,2.666070891058312,196.1561786105971,1011,8088,8224,0.3945630755356059
151,ccc0392.campuscluster.illinois.edu,inter,1,2.493942e-06,2.477376e-06,7.896327919271514e-10,10.131291508899304,297.1600550279038,1011,8088,8224,0.48313614499505625
152,ccc0392.campuscluster.illinois.edu,inter,0,2.6862745e-06,2.6679895e-06,3.007243916386696e-09,2.6602431403742823,198.4102638277529,1011,8088,8224,0.3997491997665785
153,ccc0392.campuscluster.illinois.edu,inter,1,2.7007965e-06,2.4925895e-06,7.913644857904358e-10,10.10912183152797,407.680344427682,1011,8088,8224,0.4821635776598986
154,ccc0392.campuscluster.illinois.edu,inter,0,2.676115e-06,2.6701935e-06,2.9924035620238407e-09,2.6734361974189707,195.43152241842205,1011,8088,8224,0.3562850201513829
155,ccc0392.campuscluster.illinois.edu,inter,1,2.696293e-06,2.493371e-06,7.908860681936545e-10,10.115236974993898,407.0480662398501,1011,8088,8224,0.4787039592688064
