partner,host,class,t_lat_s,t_lat_min_s,inv_bw_s_per_word,bw_GB_s,m2_words,m_eager_words,m_eager_bytes,eager_score
155,ccc0392.campuscluster.illinois.edu,inter,2.517867e-06,2.5166445e-06,3.274289440800182e-10,24.43278196580243,306.1245350781816,1011,8088,0.7986869779804235
156,ccc0392.campuscluster.illinois.edu,inter,2.6937085e-06,2.69205e-06,2.9575221357386157e-09,2.7049670747441654,197.15114792726789,1011,8088,0.7433450776672264
157,ccc0392.campuscluster.illinois.edu,inter,2.520442e-06,2.510413e-06,3.380545836909205e-10,23.664817416924333,301.62745239591516,1011,8088,0.7699334985156038
158,ccc0392.campuscluster.illinois.edu,inter,2.6917845e-06,2.6917845e-06,2.9008680231341807e-09,2.7577952310138434,194.96057547573434,1011,8088,0.6349142689354623
159,ccc0392.campuscluster.illinois.edu,inter,2.5216195e-06,2.5107285e-06,3.181513790952267e-10,25.14526268203131,301.59532125159893,1011,8088,0.7719056540638441
160,ccc0392.campuscluster.illinois.edu,inter,2.688483e-06,2.6804335e-06,2.8976989265982818e-09,2.7608113205161384,196.12498181295348,1011,8088,0.6516427658766636
161,ccc0392.campuscluster.illinois.edu,inter,2.507487e-06,2.507187e-06,3.143582057973313e-10,25.448675595119187,301.1812263328884,1011,8088,0.7604263366228743
162,ccc0392.campuscluster.illinois.edu,inter,2.688919e-06,2.688919e-06,2.9895727706280338e-09,2.675967642801149,196.09837332708125,1011,8088,0.6331089718975171
163,ccc0392.campuscluster.illinois.edu,inter,2.5198255e-06,2.5060345e-06,3.4154486744343595e-10,23.422984101275944,322.55460471231294,1011,8088,0.7753435525734994
164,ccc0392.campuscluster.illinois.edu,inter,2.7128545e-06,2.7018685e-06,2.9093205854767014e-09,2.7497829011817805,203.50111278523207,1011,8088,0.6411332562157024
165,ccc0392.campuscluster.illinois.edu,inter,2.50888e-06,2.5084595e-06,3.2586603092800744e-10,24.54996606187349,299.72562444575965,1011,8088,0.7698825616403403
166,ccc0392.campuscluster.illinois.edu,inter,2.7052745e-06,2.696694e-06,2.8847130299786766e-09,2.7732394580888813,197.51266420171595,1011,8088,0.6313541433484272
167,ccc0392.campuscluster.illinois.edu,inter,2.5198905e-06,2.5198905e-06,2.9959975343936115e-10,26.702291668004314,296.82091132795114,1011,8088,0.7721039843006158
168,ccc0392.campuscluster.illinois.edu,inter,2.808394e-06,2.7295555e-06,2.896411870322435e-09,2.7620381210181346,228.96052118074257,1011,8088,0.6358002937261197
169,ccc0392.campuscluster.illinois.edu,inter,2.5127375e-06,2.5127375e-06,3.3261639730221307e-10,24.051730656956313,296.2217530242559,1011,8088,0.7541266660624499
170,ccc0392.campuscluster.illinois.edu,inter,2.6876665e-06,2.6876665e-06,2.9785183227996504e-09,2.685899206582829,194.0845547622209,1011,8088,0.6861051122012792
171,ccc0392.campuscluster.illinois.edu,inter,2.500564e-06,2.500564e-06,3.2833503033783205e-10,24.365356300144402,296.74932881224197,1011,8088,0.7671091057494546
172,ccc0392.campuscluster.illinois.edu,inter,2.6881325e-06,2.6881325e-06,2.89469474580881e-09,2.7636765540073243,194.18498451651536,1011,8088,0.6422488159114597
173,ccc0392.campuscluster.illinois.edu,inter,2.507823e-06,2.507823e-06,2.9676535873521547e-10,26.957324244632886,301.38047991489395,1011,8088,0.7640740504882398
174,ccc0392.campuscluster.illinois.edu,inter,2.7078495e-06,2.703156e-06,2.902496149183136e-09,2.7562482734908986,197.05027943445603,1011,8088,0.6357946033048845
175,ccc0392.campuscluster.illinois.edu,inter,2.5039005e-06,2.5039005e-06,3.324870839774808e-10,24.061085033131203,296.56179211911865,1011,8088,0.7759035188212292
176,ccc0392.campuscluster.illinois.edu,inter,2.6859435e-06,2.6859435e-06,2.901572650903346e-09,2.7571255186422303,196.1106443981186,1011,8088,0.5467786672713885
177,ccc0392.campuscluster.illinois.edu,inter,2.507137e-06,2.507137e-06,3.0114738797460515e-10,26.565065212103434,314.5764947169513,1011,8088,0.770669470196637
178,ccc0392.campuscluster.illinois.edu,inter,2.7014425e-06,2.687632e-06,2.89350113209258e-09,2.7648166130885183,198.1225920392972,1011,8088,0.5485999826345938
179,ccc0392.campuscluster.illinois.edu,inter,2.510939e-06,2.507778e-06,3.505175381496103e-10,22.823394350628426,303.125969252294,1011,8088,0.7721259816574465
180,ccc0392.campuscluster.illinois.edu,inter,2.706006e-06,2.6902415e-06,2.904744184921852e-09,2.754115161509559,201.02489518953598,1011,8088,0.5349963425009308
181,ccc0392.campuscluster.illinois.edu,inter,2.5017765e-06,2.5017765e-06,3.2032554647773927e-10,24.9745925292785,299.19631619275856,1011,8088,0.7774672785924744
182,ccc0392.campuscluster.illinois.edu,inter,2.704979e-06,2.6942995e-06,2.8865924546417786e-09,2.771433836160563,197.25432040817344,1011,8088,0.5509614343340902
183,ccc0392.campuscluster.illinois.edu,inter,2.503024e-06,2.503024e-06,3.3941644830287355e-10,23.56986539692181,300.1886404581389,1011,8088,0.767035035919328
184,ccc0392.campuscluster.illinois.edu,inter,2.6897205e-06,2.6897205e-06,2.9557010512480716e-09,2.7066336754936455,197.08200560598385,1011,8088,0.6375904237910689
185,ccc0392.campuscluster.illinois.edu,inter,2.517952e-06,2.517952e-06,3.035475195817604e-10,26.355016871897725,301.38875394328056,1011,8088,0.7640454972704913
186,ccc0392.campuscluster.illinois.edu,inter,2.7146375e-06,2.699389e-06,2.8936687498114318e-09,2.7646564592168077,202.16917568882454,1011,8088,0.5380883320346543
187,ccc0392.campuscluster.illinois.edu,inter,2.5216135e-06,2.506916e-06,3.3037454421544514e-10,24.214940709181903,322.4450585857554,1011,8088,0.7693862696766909
188,ccc0392.campuscluster.illinois.edu,inter,2.697049e-06,2.6918895e-06,2.887297292430307e-09,2.7707572825887317,196.09595945858743,1011,8088,0.5662007622962727
189,ccc0392.campuscluster.illinois.edu,inter,2.507843e-06,2.507843e-06,2.987427097987591e-10,26.778896145746987,313.9635273827698,11829,94632,0.8741200995098336
190,ccc0392.campuscluster.illinois.edu,inter,2.634056e-06,2.634056e-06,2.8798609186716575e-09,2.7779119290559415,176.40477149671082,1011,8088,0.6666578162878896
191,ccc0392.campuscluster.illinois.edu,inter,2.506936e-06,2.506936e-06,3.152558086404756e-10,25.376217600873357,299.3102513429236,1011,8088,0.7675986501413574
192,ccc0392.campuscluster.illinois.edu,inter,2.7943075e-06,2.690021e-06,2.911129821555891e-09,2.74807394048964,227.68253631255342,1011,8088,0.6444835337880962
193,ccc0392.campuscluster.illinois.edu,inter,2.5101925e-06,2.4931055e-06,3.510885481983345e-10,22.78627440585358,301.10620811561944,1011,8088,0.769040983352613
194,ccc0392.campuscluster.illinois.edu,inter,2.747805e-06,2.6907425e-06,2.913621478043877e-09,2.7457238561307467,211.74363466468725,1011,8088,0.5521308691879218
195,ccc0392.campuscluster.illinois.edu,inter,2.51959e-06,2.5106835e-06,3.2132186966597846e-10,24.89715377392826,301.2007211855592,1011,8088,0.7699950783339591
196,ccc0392.campuscluster.illinois.edu,inter,2.6790855e-06,2.6790855e-06,2.901507023974505e-09,2.757187879918189,193.5620102637117,1011,8088,0.5599212129070148
197,ccc0392.campuscluster.illinois.edu,inter,2.498876e-06,2.498876e-06,3.296618828510198e-10,24.26728844358189,296.7657725690544,1011,8088,0.7642199222229988
198,ccc0392.campuscluster.illinois.edu,inter,2.6937435e-06,2.685683e-06,2.958844931612879e-09,2.7037577787623923,195.9760167409349,1011,8088,0.6824756511366833
199,ccc0392.campuscluster.illinois.edu,inter,2.5098515e-06,2.5016565e-06,3.2570029676829134e-10,24.56245842996985,302.7682710843553,1011,8088,0.771429797297466
200,ccc0392.campuscluster.illinois.edu,inter,2.690958e-06,2.690958e-06,2.8943498719941874e-09,2.7640058575531,200.31540577594507,1011,8088,0.5393801284786798
201,ccc0392.campuscluster.illinois.edu,inter,2.5203065e-06,2.512166e-06,3.3572475103448564e-10,23.829044404230537,297.42504506745604,1011,8088,0.7800788104750516
202,ccc0392.campuscluster.illinois.edu,inter,2.693728e-06,2.6919245e-06,2.877271623198151e-09,2.7804118094029038,195.42836508056524,1011,8088,0.5561409152899842
203,ccc0392.campuscluster.illinois.edu,inter,2.5149865e-06,2.5074075e-06,3.2266536442941274e-10,24.79348849278214,297.0904371864097,1011,8088,0.762203298650925
204,ccc0392.campuscluster.illinois.edu,inter,2.7092975e-06,2.7034765e-06,2.888501179481293e-09,2.7696024695536434,199.89710269265078,1011,8088,0.5402183131455016
205,ccc0392.campuscluster.illinois.edu,inter,2.506836e-06,2.506836e-06,2.789978384814782e-10,28.67405727421467,296.80153592120047,1011,8088,0.7686777722907406
206,ccc0392.campuscluster.illinois.edu,inter,2.6781035e-06,2.6781035e-06,2.9001484096246175e-09,2.7584795224446754,191.23774453092574,1011,8088,0.534931116882597
207,ccc0392.campuscluster.illinois.edu,inter,2.5112645e-06,2.5085095e-06,3.4188789096732435e-10,23.399483314150466,301.3787184122654,1011,8088,0.7586817203040519
208,ccc0392.campuscluster.illinois.edu,inter,2.7024545e-06,2.6890195e-06,2.8688754707114006e-09,2.7885490610075956,196.15595507199976,1011,8088,0.554930559382996
209,ccc0392.campuscluster.illinois.edu,inter,2.510458e-06,2.5038305e-06,3.1003541412798045e-10,25.80350384326629,300.9684669729231,1011,8088,0.7606070417002676
210,ccc0392.campuscluster.illinois.edu,inter,2.697786e-06,2.6944995e-06,2.884988682586385e-09,2.772974482807337,200.80031105993842,1011,8088,0.5491225456644407
211,ccc0392.campuscluster.illinois.edu,inter,2.50364e-06,2.50364e-06,3.271932908885643e-10,24.45037909632641,292.0946791005603,1011,8088,0.7648584462458806
212,ccc0392.campuscluster.illinois.edu,inter,2.702289e-06,2.698207e-06,2.9641766730279648e-09,2.6988944595626423,201.94617708632234,1011,8088,0.6379103002267694
213,ccc0392.campuscluster.illinois.edu,inter,2.5058645e-06,2.5058645e-06,3.301435346240731e-10,24.231884501719584,304.1060543714089,1011,8088,0.7851401733001273
214,ccc0392.campuscluster.illinois.edu,inter,2.6865695e-06,2.6865695e-06,2.889572195183637e-09,2.768575920454407,192.83002474004854,1011,8088,0.5409591088392904
215,ccc0392.campuscluster.illinois.edu,inter,2.5087045e-06,2.5087045e-06,3.288439317116524e-10,24.32764977100085,302.61333719627083,1011,8088,0.7714181673813947
216,ccc0392.campuscluster.illinois.edu,inter,2.7084405e-06,2.702154e-06,2.87788176780338e-09,2.779822329569228,177.8895481580494,2137,17096,0.7626175012676797
217,ccc0392.campuscluster.illinois.edu,inter,2.593309e-06,2.514205e-06,3.4352644410943604e-10,23.28787241034483,303.84056425957255,1011,8088,0.7685924440441101
218,ccc0392.campuscluster.illinois.edu,inter,2.692711e-06,2.692711e-06,2.9070111464367394e-09,2.7519674321875156,197.5394547185406,1011,8088,0.5609578623502677
219,ccc0392.campuscluster.illinois.edu,inter,2.50886e-06,2.50886e-06,3.1242588277416104e-10,25.606073123534546,301.0348389910784,1011,8088,0.7638492581617913
220,ccc0392.campuscluster.illinois.edu,inter,2.6947e-06,2.6947e-06,2.912113398307725e-09,2.7471457686534206,195.88840585919692,1011,8088,0.5677344723705646
221,ccc0392.campuscluster.illinois.edu,inter,2.512978e-06,2.512978e-06,3.262223020067551e-10,24.523154765287458,316.8953672044853,1011,8088,0.7602305120903963
222,ccc0392.campuscluster.illinois.edu,inter,2.700656e-06,2.6911135e-06,2.8853478350187635e-09,2.7726293179997055,197.73468483612388,1011,8088,0.5643093344198558
223,ccc0392.campuscluster.illinois.edu,inter,2.5155675e-06,2.5155675e-06,3.286115206530043e-10,24.344855542808432,306.17437312844584,1011,8088,0.7918915894139203
224,ccc0392.campuscluster.illinois.edu,inter,2.694299e-06,2.69202e-06,2.8841782370621794e-09,2.7737536804066556,197.3647698611952,1011,8088,0.6367300572720124
225,ccc0392.campuscluster.illinois.edu,inter,2.500524e-06,2.500524e-06,3.216638155408665e-10,24.870686765150374,301.088867900702,1011,8088,0.7647931023728535
226,ccc0392.campuscluster.illinois.edu,inter,2.689084e-06,2.689084e-06,2.9542344203630544e-09,2.7079773848877084,195.71160428299999,1011,8088,0.7214828830194404
227,ccc0392.campuscluster.illinois.edu,inter,2.509591e-06,2.509591e-06,3.301271612541824e-10,24.233086334390933,300.3473539299427,1011,8088,0.7635938429290358
228,ccc0392.campuscluster.illinois.edu,inter,2.6866745e-06,2.6866745e-06,2.8785262524410303e-09,2.779199944143601,194.3173047253929,1011,8088,0.6348435171562165
229,ccc0392.campuscluster.illinois.edu,inter,2.5299595e-06,2.5049475e-06,3.265460805957027e-10,24.498839445281277,297.39036519533386,1011,8088,0.7585548395799652
230,ccc0392.campuscluster.illinois.edu,inter,2.705285e-06,2.688974e-06,2.8881496632244157e-09,2.769939557449583,197.49615946025574,1011,8088,0.6263744962652528
231,ccc0392.campuscluster.illinois.edu,inter,2.5101675e-06,2.500374e-06,3.1211531747766646e-10,25.63155203227872,300.2506948315405,1011,8088,0.7967359223337348
232,ccc0392.campuscluster.illinois.edu,inter,2.689866e-06,2.687246e-06,2.9016399587561716e-09,2.757061563016699,193.73631545353544,1011,8088,0.6385651964451673
233,ccc0392.campuscluster.illinois.edu,inter,2.499367e-06,2.4943375e-06,3.348128327490253e-10,23.893946759193593,305.84467778760705,1011,8088,0.7621354601486228
234,ccc0392.campuscluster.illinois.edu,inter,2.68136e-06,2.68136e-06,2.9093530985109573e-09,2.749752171400061,191.4029730705029,1011,8088,0.6999893002820086
235,ccc0392.campuscluster.illinois.edu,inter,2.5083135e-06,2.5028685e-06,3.223709205711757e-10,24.816134116022706,301.2043085457699,1011,8088,0.7673925801210936
236,ccc0392.campuscluster.illinois.edu,inter,2.6970945e-06,2.693117e-06,2.9028649853473826e-09,2.7558980663520765,193.74515859963194,1011,8088,0.6442424784306776
237,ccc0392.campuscluster.illinois.edu,inter,2.5090205e-06,2.5090205e-06,3.115916481842124e-10,25.67462910710115,294.42119363963764,1011,8088,0.7750139591336112
238,ccc0392.campuscluster.illinois.edu,inter,2.70019e-06,2.6913035e-06,2.900099875916813e-09,2.7585256861096714,195.81150049808392,1011,8088,0.6482020104973161
239,ccc0392.campuscluster.illinois.edu,inter,2.512141e-06,2.502959e-06,3.3299259738913117e-10,24.024558091455997,303.71805640734567,1011,8088,0.7790854535037629
240,ccc0392.campuscluster.illinois.edu,inter,2.6876915e-06,2.6876915e-06,2.9711453453163654e-09,2.6925643380627564,193.40520471801523,1011,8088,0.6823265442950647
241,ccc0392.campuscluster.illinois.edu,inter,2.5061295e-06,2.504642e-06,3.2029493350554354e-10,24.97697953708512,302.37696695249525,1011,8088,0.7774827068542745
242,ccc0392.campuscluster.illinois.edu,inter,2.691218e-06,2.691218e-06,2.9057698781612907e-09,2.753143000113357,191.76760513191473,1011,8088,0.6379384320006859
243,ccc0392.campuscluster.illinois.edu,inter,2.507988e-06,2.507988e-06,2.9976727113872597e-10,26.687369737231148,304.41349181238024,1011,8088,0.7882151148774312
244,ccc0392.campuscluster.illinois.edu,inter,2.6992085e-06,2.6992085e-06,2.8854152375613843e-09,2.7725645501065626,196.8143973999816,1011,8088,0.6578466316971395
245,ccc0392.campuscluster.illinois.edu,inter,2.5032695e-06,2.50079e-06,3.3393035357127843e-10,23.95709139478504,301.1518175484417,1011,8088,0.7761905100226903
246,ccc0392.campuscluster.illinois.edu,inter,2.703837e-06,2.6943945e-06,2.875396107718451e-09,2.7822253701065844,199.50207867454512,1011,8088,0.6324973596405887
247,ccc0392.campuscluster.illinois.edu,inter,2.512001e-06,2.5079785e-06,3.373815234814146e-10,23.71202761031073,301.19023966212586,1011,8088,0.765022936210143
248,ccc0392.campuscluster.illinois.edu,inter,2.6865645e-06,2.6802925e-06,2.9027957526779094e-09,2.755963795461592,193.5543421174499,1011,8088,0.5503594162723023
249,ccc0392.campuscluster.illinois.edu,inter,2.5086795e-06,2.5086795e-06,3.4275957918186735e-10,23.33997497340613,297.04160644295706,1011,8088,0.7879503019895236
250,ccc0392.campuscluster.illinois.edu,inter,2.701984e-06,2.696007e-06,2.8896391157887228e-09,2.7685118035289373,196.09339065602762,1011,8088,0.6431412177464485
251,ccc0392.campuscluster.illinois.edu,inter,2.521839e-06,2.509115e-06,3.2587722814706185e-10,24.549122519201497,292.5800668324517,1011,8088,0.7658698254767926
252,ccc0392.campuscluster.illinois.edu,inter,2.7092625e-06,2.6897555e-06,2.900842988452181e-09,2.7578190311736264,198.3051490799099,1011,8088,0.6270776777053829
253,ccc0392.campuscluster.illinois.edu,inter,2.4937465e-06,2.4937465e-06,3.4332854249166736e-10,23.301296017921846,296.4088388875407,1011,8088,0.7653440300662687
254,ccc0392.campuscluster.illinois.edu,inter,2.697445e-06,2.6929415e-06,2.9633143583812503e-09,2.699679828896083,197.33768371898805,1011,8088,0.6870459151695063
255,ccc0392.campuscluster.illinois.edu,inter,2.505128e-06,2.505128e-06,3.2424302065433416e-10,24.672851812988018,303.04244650973413,1011,8088,0.766822347319531
