partner,host,class,socket,t_lat_s,t_lat_min_s,inv_bw_s_per_word,bw_GB_s,m2_words,m_eager_words,m_eager_bytes,m_eager_next_bytes,eager_score
30,ccc0391.campuscluster.illinois.edu,intra,0,1.1011535e-06,1.1011535e-06,1.0589040816118128e-09,7.554980794693685,22.551778546190967,1011,8088,8224,0.24051949616465587
31,ccc0391.campuscluster.illinois.edu,intra,1,1.0594755e-06,1.0594755e-06,7.45487582484768e-10,10.731231730695471,28.452398663559666,1011,8088,8224,0.28132798205329596
32,ccc0391.campuscluster.illinois.edu,intra,0,1.1427675e-06,1.1427675e-06,1.0564655342975289e-09,7.57241929839141,22.684656554217202,1011,8088,8224,0.23932973297236618
33,ccc0391.campuscluster.illinois.edu,intra,1,1.009907e-06,1.009907e-06,7.447313405833517e-10,10.742128824246286,22.88229841511445,1011,8088,8224,0.27844530898043707
34,ccc0391.campuscluster.illinois.edu,intra,0,1.113412e-06,1.113412e-06,1.0590962515548248e-09,7.553609965341168,22.598223883225373,1011,8088,8224,0.23644700467385463
35,ccc0391.campuscluster.illinois.edu,intra,1,1.0474375e-06,1.0474375e-06,7.441069310712203e-10,10.751142968770841,23.675789643261595,1011,8088,8224,0.2834104354125253
36,ccc0391.campuscluster.illinois.edu,intra,0,1.1072105e-06,1.1072105e-06,1.0575584363862877e-09,7.564593808486145,22.579535361425968,1011,8088,8224,0.23257271372142058
37,ccc0391.campuscluster.illinois.edu,intra,1,1.0129025e-06,1.0129025e-06,7.441336217629481e-10,10.750757345229172,22.87585430790976,1011,8088,8224,0.28145520429210724
38,ccc0391.campuscluster.illinois.edu,intra,0,1.110797e-06,1.110797e-06,1.0586099849888181e-09,7.5570796737615336,22.59198002332772,1011,8088,8224,0.2229557125543029
39,ccc0391.campuscluster.illinois.edu,intra,1,1.015633e-06,1.015633e-06,7.439646369234226e-10,10.753199282539894,22.890486117945688,1011,8088,8224,0.2831152191686894
40,ccc0391.campuscluster.illinois.edu,intra,0,1.1035585e-06,1.1035585e-06,1.0569625843740746e-09,7.568858272062243,22.557874891067215,1011,8088,8224,0.23432186582004857
41,ccc0391.campuscluster.illinois.edu,intra,1,1.0118055e-06,1.0118055e-06,7.473865736722252e-10,10.703965366533987,22.870768600369534,1011,8088,8224,0.28274436846338497
42,ccc0391.campuscluster.illinois.edu,intra,0,1.108523e-06,1.108523e-06,1.0556306016659082e-09,7.5784085714975165,22.580067667439145,1011,8088,8224,0.2428341258547009
43,ccc0391.campuscluster.illinois.edu,intra,1,1.06457e-06,1.06457e-06,7.466947755643557e-10,10.71388238112897,32.01020096131902,1011,8088,8224,0.28263936319117755
44,ccc0391.campuscluster.illinois.edu,intra,0,1.113372e-06,1.113372e-06,1.0608504294014928e-09,7.541119632211879,22.593478911742082,1011,8088,8224,0.23785236483471475
45,ccc0391.campuscluster.illinois.edu,intra,1,1.012206e-06,1.012206e-06,7.453874412328969e-10,10.732673449351012,22.877057236362973,1011,8088,8224,0.28267468264046675
46,ccc0391.campuscluster.illinois.edu,intra,0,1.1046705e-06,1.1046705e-06,1.0554223631363393e-09,7.579903818057113,22.565147095832053,1011,8088,8224,0.2341749832089919
47,ccc0391.campuscluster.illinois.edu,intra,1,1.0082135e-06,1.0082135e-06,7.43882423629119e-10,10.75438771757914,22.856973702713667,1011,8088,8224,0.27650236103056325
48,ccc0391.campuscluster.illinois.edu,intra,0,1.105517e-06,1.105517e-06,1.0586814668069073e-09,7.5565694222728075,22.57086052076013,1011,8088,8224,0.23571824595970217
49,ccc0391.campuscluster.illinois.edu,intra,1,1.0106935e-06,1.0106935e-06,7.426783568401746e-10,10.771823261468235,22.883384606749836,1011,8088,8224,0.2851210860067549
50,ccc0391.campuscluster.illinois.edu,intra,0,1.1137375e-06,1.1137375e-06,1.0550290011947676e-09,7.582729944807584,22.5954302978995,1011,8088,8224,0.2352304819951815
51,ccc0391.campuscluster.illinois.edu,intra,1,1.005168e-06,1.005168e-06,7.465732126992555e-10,10.715626898902231,22.859770593064017,1011,8088,8224,0.2749635875672617
52,ccc0391.campuscluster.illinois.edu,intra,0,1.111934e-06,1.111934e-06,1.0565839860304104e-09,7.571570368065133,22.587538592596655,1011,8088,8224,0.2334289038000786
53,ccc0391.campuscluster.illinois.edu,intra,1,1.057306e-06,1.057306e-06,7.442343647982906e-10,10.749302072564515,28.45412699082749,1011,8088,8224,0.2812990460255681
54,ccc0391.campuscluster.illinois.edu,intra,0,1.11238e-06,1.11238e-06,1.0607072104731075e-09,7.542137850115828,22.591016252903167,1011,8088,8224,0.23628274485695086
55,ccc0391.campuscluster.illinois.edu,intra,1,1.0117655e-06,1.0117655e-06,7.458489959193519e-10,10.726031735336726,22.88471826449334,1011,8088,8224,0.27363742410318803
56,ccc0391.campuscluster.illinois.edu,intra,0,1.106434e-06,1.106434e-06,1.0522710981805915e-09,7.602603562743709,22.565666678860858,1011,8088,8224,0.2356750839437459
57,ccc0391.campuscluster.illinois.edu,intra,1,1.013464e-06,1.013464e-06,7.461108300128602e-10,10.722267628607012,22.882693447525455,1011,8088,8224,0.2792873850933287
58,ccc0391.campuscluster.illinois.edu,intra,0,1.1121895e-06,1.1121895e-06,1.0531132884699827e-09,7.596523648108944,22.57790916834259,1011,8088,8224,0.2420533301926506
59,ccc0391.campuscluster.illinois.edu,intra,1,1.049712e-06,1.049712e-06,7.466394958489959e-10,10.714675615844946,23.35249696745483,1011,8088,8224,0.2825275856294506
60,ccc0391.campuscluster.illinois.edu,intra,0,1.121923e-06,1.121923e-06,1.054123735027112e-09,7.589241883254095,22.61801362513998,1011,8088,8224,0.23826850734710528
61,ccc0391.campuscluster.illinois.edu,intra,1,1.0047075e-06,1.0047075e-06,7.436705403004279e-10,10.757451810270933,22.851290496068742,1011,8088,8224,0.2827374432901831
62,ccc0391.campuscluster.illinois.edu,intra,0,1.1052165e-06,1.1052165e-06,1.0604899568045586e-09,7.5436829445376326,22.557692721883736,1011,8088,8224,0.23867403554639163
63,ccc0391.campuscluster.illinois.edu,intra,1,1.0588295e-06,1.0588295e-06,7.44951851889673e-10,10.738949073966186,28.52555094644273,1011,8088,8224,0.27925677015252026
