# P=192 nodes=2 M=191 msg_vol=100000 nsizes=500 host0=ccc0391.campuscluster.illinois.edu cpu0=0 socket0=0 date=2026-09-14T23:25:31
partner,partner_host,partner_cpu,partner_socket,class,nwds,bytes,nloop,t_half_s,mb_per_s
0,ccc0391.campuscluster.illinois.edu,0,0,self,566,4528,176,6.439914773e-06,703.1149
0,ccc0391.campuscluster.illinois.edu,0,0,self,576,4608,173,6.454063584e-06,713.9688
0,ccc0391.campuscluster.illinois.edu,0,0,self,586,4688,170,6.558529412e-06,714.7944
0,ccc0391.campuscluster.illinois.edu,0,0,self,596,4768,167,6.655526946e-06,716.3971
0,ccc0391.campuscluster.illinois.edu,0,0,self,606,4848,164,6.693829268e-06,724.2491
0,ccc0391.campuscluster.illinois.edu,0,0,self,616,4928,161,6.763173913e-06,728.6520
0,ccc0391.campuscluster.illinois.edu,0,0,self,626,5008,159,6.801421384e-06,736.3167
0,ccc0391.campuscluster.illinois.edu,0,0,self,637,5096,156,6.893365385e-06,739.2616
0,ccc0391.campuscluster.illinois.edu,0,0,self,648,5184,153,6.959444444e-06,744.8870
0,ccc0391.campuscluster.illinois.edu,0,0,self,659,5272,151,7.031980132e-06,749.7177
0,ccc0391.campuscluster.illinois.edu,0,0,self,670,5360,148,7.145689189e-06,750.1026
0,ccc0391.campuscluster.illinois.edu,0,0,self,681,5448,146,7.197664384e-06,756.9122
0,ccc0391.campuscluster.illinois.edu,0,0,self,692,5536,144,7.216229167e-06,767.1597
0,ccc0391.campuscluster.illinois.edu,0,0,self,704,5632,141,7.318460993e-06,769.5607
0,ccc0391.campuscluster.illinois.edu,0,0,self,716,5728,139,7.407187050e-06,773.3030
0,ccc0391.campuscluster.illinois.edu,0,0,self,728,5824,136,7.602036765e-06,766.1105
0,ccc0391.campuscluster.illinois.edu,0,0,self,740,5920,134,7.641402985e-06,774.7268
0,ccc0391.campuscluster.illinois.edu,0,0,self,752,6016,132,7.753924242e-06,775.8652
0,ccc0391.campuscluster.illinois.edu,0,0,self,765,6120,130,7.826738462e-06,781.9349
0,ccc0391.campuscluster.illinois.edu,0,0,self,778,6224,128,7.768851563e-06,801.1480
0,ccc0391.campuscluster.illinois.edu,0,0,self,791,6328,126,7.852730159e-06,805.8344
0,ccc0391.campuscluster.illinois.edu,0,0,self,804,6432,124,7.933975806e-06,810.6906
0,ccc0391.campuscluster.illinois.edu,0,0,self,817,6536,122,8.031762295e-06,813.7691
0,ccc0391.campuscluster.illinois.edu,0,0,self,831,6648,120,8.154858333e-06,815.2196
0,ccc0391.campuscluster.illinois.edu,0,0,self,845,6760,118,8.247135593e-06,819.6785
0,ccc0391.campuscluster.illinois.edu,0,0,self,859,6872,116,8.287068966e-06,829.2437
0,ccc0391.campuscluster.illinois.edu,0,0,self,873,6984,114,8.430877193e-06,828.3836
0,ccc0391.campuscluster.illinois.edu,0,0,self,887,7096,112,8.506651786e-06,834.1707
0,ccc0391.campuscluster.illinois.edu,0,0,self,902,7216,110,8.629345455e-06,836.2164
0,ccc0391.campuscluster.illinois.edu,0,0,self,917,7336,108,8.782000000e-06,835.3450
0,ccc0391.campuscluster.illinois.edu,0,0,self,932,7456,107,8.770915888e-06,850.0823
0,ccc0391.campuscluster.illinois.edu,0,0,self,947,7576,105,8.940457143e-06,847.3840
0,ccc0391.campuscluster.illinois.edu,0,0,self,963,7704,103,8.990524272e-06,856.9022
0,ccc0391.campuscluster.illinois.edu,0,0,self,979,7832,101,9.119059406e-06,858.8605
0,ccc0391.campuscluster.illinois.edu,0,0,self,995,7960,100,9.215750000e-06,863.7387
0,ccc0391.campuscluster.illinois.edu,0,0,self,1011,8088,98,9.273275510e-06,872.1837
0,ccc0391.campuscluster.illinois.edu,0,0,self,1028,8224,97,1.209287629e-05,680.0698
0,ccc0391.campuscluster.illinois.edu,0,0,self,1045,8360,95,1.207031579e-05,692.6082
0,ccc0391.campuscluster.illinois.edu,0,0,self,1062,8496,93,1.215719355e-05,698.8455
0,ccc0391.campuscluster.illinois.edu,0,0,self,1080,8640,92,1.232289130e-05,701.1342
0,ccc0391.campuscluster.illinois.edu,0,0,self,1098,8784,90,1.235103333e-05,711.1956
0,ccc0391.campuscluster.illinois.edu,0,0,self,1116,8928,89,1.239817978e-05,720.1057
0,ccc0391.campuscluster.illinois.edu,0,0,self,1134,9072,88,1.261444318e-05,719.1756
0,ccc0391.campuscluster.illinois.edu,0,0,self,1153,9224,86,1.276403488e-05,722.6555
0,ccc0391.campuscluster.illinois.edu,0,0,self,1172,9376,85,1.282002353e-05,731.3559
0,ccc0391.campuscluster.illinois.edu,0,0,self,1191,9528,83,1.284467470e-05,741.7860
0,ccc0391.campuscluster.illinois.edu,0,0,self,1211,9688,82,1.294792683e-05,748.2279
0,ccc0391.campuscluster.illinois.edu,0,0,self,1231,9848,81,1.296564198e-05,759.5459
0,ccc0391.campuscluster.illinois.edu,0,0,self,1251,10008,79,1.305191139e-05,766.7842
0,ccc0391.campuscluster.illinois.edu,0,0,self,1272,10176,78,1.300975641e-05,782.1822
0,ccc0391.campuscluster.illinois.edu,0,0,self,1293,10344,77,1.317142857e-05,785.3362
0,ccc0391.campuscluster.illinois.edu,0,0,self,1314,10512,75,1.320821333e-05,795.8684
0,ccc0391.campuscluster.illinois.edu,0,0,self,1336,10688,74,1.317886486e-05,810.9955
0,ccc0391.campuscluster.illinois.edu,0,0,self,1358,10864,73,1.336804110e-05,812.6845
0,ccc0391.campuscluster.illinois.edu,0,0,self,1380,11040,72,1.336643056e-05,825.9498
0,ccc0391.campuscluster.illinois.edu,0,0,self,1403,11224,71,1.346000000e-05,833.8782
0,ccc0391.campuscluster.illinois.edu,0,0,self,1426,11408,70,1.357414286e-05,840.4214
0,ccc0391.campuscluster.illinois.edu,0,0,self,1449,11592,68,1.357541176e-05,853.8968
0,ccc0391.campuscluster.illinois.edu,0,0,self,1473,11784,67,1.366319403e-05,862.4631
0,ccc0391.campuscluster.illinois.edu,0,0,self,1497,11976,66,1.370034848e-05,874.1383
0,ccc0391.campuscluster.illinois.edu,0,0,self,1521,12168,65,1.378489231e-05,882.7055
