# P=64 nodes=1 M=63 msg_vol=100000 nsizes=500 host0=ccc0391.campuscluster.illinois.edu date=2026-09-12T00:27:34
partner,partner_host,class,nwds,bytes,nloop,t_half_s,mb_per_s
40,ccc0391.campuscluster.illinois.edu,intra,20,160,1000,1.832255500e-06,87.3241
40,ccc0391.campuscluster.illinois.edu,intra,21,168,1000,1.867246000e-06,89.9721
40,ccc0391.campuscluster.illinois.edu,intra,22,176,1000,1.867957500e-06,94.2206
40,ccc0391.campuscluster.illinois.edu,intra,23,184,1000,2.584452000e-06,71.1950
40,ccc0391.campuscluster.illinois.edu,intra,24,192,1000,2.567219000e-06,74.7891
40,ccc0391.campuscluster.illinois.edu,intra,25,200,1000,2.587683000e-06,77.2892
40,ccc0391.campuscluster.illinois.edu,intra,26,208,1000,2.577343500e-06,80.7033
40,ccc0391.campuscluster.illinois.edu,intra,27,216,1000,2.590538000e-06,83.3804
40,ccc0391.campuscluster.illinois.edu,intra,28,224,1000,2.585879500e-06,86.6243
40,ccc0391.campuscluster.illinois.edu,intra,29,232,1000,2.802242000e-06,82.7909
40,ccc0391.campuscluster.illinois.edu,intra,30,240,1000,2.687135000e-06,89.3145
40,ccc0391.campuscluster.illinois.edu,intra,31,248,1000,2.700806000e-06,91.8244
40,ccc0391.campuscluster.illinois.edu,intra,32,256,1000,2.708435000e-06,94.5195
40,ccc0391.campuscluster.illinois.edu,intra,33,264,1000,2.718679500e-06,97.1060
40,ccc0391.campuscluster.illinois.edu,intra,34,272,1000,2.726649500e-06,99.7561
40,ccc0391.campuscluster.illinois.edu,intra,35,280,1000,2.720177000e-06,102.9345
40,ccc0391.campuscluster.illinois.edu,intra,36,288,1000,2.728337500e-06,105.5588
40,ccc0391.campuscluster.illinois.edu,intra,37,296,1000,2.802417000e-06,105.6231
40,ccc0391.campuscluster.illinois.edu,intra,38,304,1000,2.784713500e-06,109.1674
40,ccc0391.campuscluster.illinois.edu,intra,39,312,1000,2.792819000e-06,111.7151
40,ccc0391.campuscluster.illinois.edu,intra,40,320,1000,2.813192500e-06,113.7498
40,ccc0391.campuscluster.illinois.edu,intra,41,328,1000,2.822420000e-06,116.2123
40,ccc0391.campuscluster.illinois.edu,intra,42,336,1000,2.835469000e-06,118.4989
40,ccc0391.campuscluster.illinois.edu,intra,43,344,1000,2.840924500e-06,121.0873
40,ccc0391.campuscluster.illinois.edu,intra,44,352,1000,2.848208500e-06,123.5865
40,ccc0391.campuscluster.illinois.edu,intra,45,360,1000,2.936785000e-06,122.5830
40,ccc0391.campuscluster.illinois.edu,intra,46,368,1000,2.938779000e-06,125.2221
40,ccc0391.campuscluster.illinois.edu,intra,47,376,1000,2.928730000e-06,128.3833
40,ccc0391.campuscluster.illinois.edu,intra,48,384,1000,2.915845500e-06,131.6942
40,ccc0391.campuscluster.illinois.edu,intra,49,392,1000,2.887888000e-06,135.7393
40,ccc0391.campuscluster.illinois.edu,intra,50,400,1000,2.887582500e-06,138.5242
40,ccc0391.campuscluster.illinois.edu,intra,51,408,1000,2.898759000e-06,140.7499
40,ccc0391.campuscluster.illinois.edu,intra,52,416,1000,2.894645500e-06,143.7136
40,ccc0391.campuscluster.illinois.edu,intra,53,424,1000,2.954723500e-06,143.4990
40,ccc0391.campuscluster.illinois.edu,intra,54,432,1000,2.969442000e-06,145.4819
40,ccc0391.campuscluster.illinois.edu,intra,55,440,1000,2.989860000e-06,147.1641
40,ccc0391.campuscluster.illinois.edu,intra,56,448,1000,3.075812000e-06,145.6526
40,ccc0391.campuscluster.illinois.edu,intra,57,456,1000,2.937061000e-06,155.2572
40,ccc0391.campuscluster.illinois.edu,intra,58,464,1000,2.937241000e-06,157.9714
40,ccc0391.campuscluster.illinois.edu,intra,59,472,1000,2.952725000e-06,159.8523
40,ccc0391.campuscluster.illinois.edu,intra,60,480,1000,2.984895500e-06,160.8096
40,ccc0391.campuscluster.illinois.edu,intra,61,488,1000,3.022286000e-06,161.4672
40,ccc0391.campuscluster.illinois.edu,intra,62,496,1000,3.007748500e-06,164.9074
40,ccc0391.campuscluster.illinois.edu,intra,64,512,1000,3.003711500e-06,170.4558
40,ccc0391.campuscluster.illinois.edu,intra,66,528,1000,3.021730000e-06,174.7343
40,ccc0391.campuscluster.illinois.edu,intra,68,544,1000,3.037495000e-06,179.0949
40,ccc0391.campuscluster.illinois.edu,intra,70,560,1000,3.071744000e-06,182.3069
40,ccc0391.campuscluster.illinois.edu,intra,72,576,1000,3.092864000e-06,186.2352
40,ccc0391.campuscluster.illinois.edu,intra,74,592,1000,3.304016500e-06,179.1759
40,ccc0391.campuscluster.illinois.edu,intra,76,608,1000,3.220283500e-06,188.8033
40,ccc0391.campuscluster.illinois.edu,intra,78,624,1000,3.161708500e-06,197.3616
40,ccc0391.campuscluster.illinois.edu,intra,80,640,1000,3.160902500e-06,202.4738
40,ccc0391.campuscluster.illinois.edu,intra,82,656,1000,3.145132500e-06,208.5763
40,ccc0391.campuscluster.illinois.edu,intra,84,672,1000,3.200491500e-06,209.9678
40,ccc0391.campuscluster.illinois.edu,intra,86,688,1000,3.216266500e-06,213.9126
40,ccc0391.campuscluster.illinois.edu,intra,88,704,1000,3.249534000e-06,216.6464
40,ccc0391.campuscluster.illinois.edu,intra,90,720,1000,3.273098500e-06,219.9750
40,ccc0391.campuscluster.illinois.edu,intra,92,736,1000,3.284645000e-06,224.0729
40,ccc0391.campuscluster.illinois.edu,intra,94,752,1000,3.293948000e-06,228.2975
40,ccc0391.campuscluster.illinois.edu,intra,96,768,1000,3.297690000e-06,232.8903
40,ccc0391.campuscluster.illinois.edu,intra,98,784,1000,3.312021500e-06,236.7134
40,ccc0391.campuscluster.illinois.edu,intra,100,800,980,3.369365306e-06,237.4334
40,ccc0391.campuscluster.illinois.edu,intra,102,816,961,3.394644121e-06,240.3787
40,ccc0391.campuscluster.illinois.edu,intra,104,832,943,3.409320255e-06,244.0369
40,ccc0391.campuscluster.illinois.edu,intra,106,848,925,3.433329730e-06,246.9906
40,ccc0391.campuscluster.illinois.edu,intra,108,864,909,3.435187569e-06,251.5147
40,ccc0391.campuscluster.illinois.edu,intra,110,880,892,3.462472534e-06,254.1536
40,ccc0391.campuscluster.illinois.edu,intra,112,896,877,3.479607754e-06,257.5003
40,ccc0391.campuscluster.illinois.edu,intra,114,912,862,3.539530742e-06,257.6613
40,ccc0391.campuscluster.illinois.edu,intra,116,928,847,3.521247344e-06,263.5430
40,ccc0391.campuscluster.illinois.edu,intra,118,944,833,3.602918968e-06,262.0098
40,ccc0391.campuscluster.illinois.edu,intra,120,960,819,3.641821123e-06,263.6044
40,ccc0391.campuscluster.illinois.edu,intra,122,976,806,3.605032878e-06,270.7326
40,ccc0391.campuscluster.illinois.edu,intra,124,992,793,3.623772383e-06,273.7479
40,ccc0391.campuscluster.illinois.edu,intra,127,1016,775,3.676342581e-06,276.3616
40,ccc0391.campuscluster.illinois.edu,intra,130,1040,757,3.725013210e-06,279.1936
40,ccc0391.campuscluster.illinois.edu,intra,133,1064,740,3.746771622e-06,283.9778
40,ccc0391.campuscluster.illinois.edu,intra,136,1088,724,3.740316298e-06,290.8845
40,ccc0391.campuscluster.illinois.edu,intra,139,1112,709,3.710541608e-06,299.6867
40,ccc0391.campuscluster.illinois.edu,intra,142,1136,694,3.831963256e-06,296.4538
40,ccc0391.campuscluster.illinois.edu,intra,145,1160,680,3.809659559e-06,304.4891
40,ccc0391.campuscluster.illinois.edu,intra,148,1184,666,3.925153904e-06,301.6442
40,ccc0391.campuscluster.illinois.edu,intra,151,1208,653,4.008774119e-06,301.3390
40,ccc0391.campuscluster.illinois.edu,intra,154,1232,641,4.052068643e-06,304.0422
40,ccc0391.campuscluster.illinois.edu,intra,157,1256,628,4.126225318e-06,304.3944
40,ccc0391.campuscluster.illinois.edu,intra,160,1280,617,4.271836305e-06,299.6369
40,ccc0391.campuscluster.illinois.edu,intra,163,1304,606,4.318900165e-06,301.9287
40,ccc0391.campuscluster.illinois.edu,intra,166,1328,595,4.441801681e-06,298.9778
40,ccc0391.campuscluster.illinois.edu,intra,169,1352,584,4.389610445e-06,308.0000
40,ccc0391.campuscluster.illinois.edu,intra,172,1376,574,4.279801394e-06,321.5102
40,ccc0391.campuscluster.illinois.edu,intra,175,1400,564,4.258684397e-06,328.7400
40,ccc0391.campuscluster.illinois.edu,intra,178,1424,555,4.427327928e-06,321.6387
40,ccc0391.campuscluster.illinois.edu,intra,181,1448,546,4.473065934e-06,323.7153
40,ccc0391.campuscluster.illinois.edu,intra,184,1472,537,4.318233706e-06,340.8801
40,ccc0391.campuscluster.illinois.edu,intra,187,1496,529,4.549218336e-06,328.8477
40,ccc0391.campuscluster.illinois.edu,intra,191,1528,518,4.425292471e-06,345.2879
40,ccc0391.campuscluster.illinois.edu,intra,195,1560,507,4.674947732e-06,333.6936
40,ccc0391.campuscluster.illinois.edu,intra,199,1592,497,4.525644869e-06,351.7731
40,ccc0391.campuscluster.illinois.edu,intra,203,1624,487,4.765740246e-06,340.7655
40,ccc0391.campuscluster.illinois.edu,intra,207,1656,478,4.828044979e-06,342.9960
40,ccc0391.campuscluster.illinois.edu,intra,211,1688,469,4.768626866e-06,353.9803
40,ccc0391.campuscluster.illinois.edu,intra,215,1720,460,4.799319565e-06,358.3841
40,ccc0391.campuscluster.illinois.edu,intra,219,1752,452,4.911904867e-06,356.6844
40,ccc0391.campuscluster.illinois.edu,intra,223,1784,444,4.848059685e-06,367.9823
40,ccc0391.campuscluster.illinois.edu,intra,227,1816,436,4.831597477e-06,375.8591
40,ccc0391.campuscluster.illinois.edu,intra,231,1848,429,4.918761072e-06,375.7044
40,ccc0391.campuscluster.illinois.edu,intra,235,1880,421,4.942192399e-06,380.3980
40,ccc0391.campuscluster.illinois.edu,intra,239,1912,414,5.162547101e-06,370.3598
40,ccc0391.campuscluster.illinois.edu,intra,243,1944,408,5.241365196e-06,370.8957
40,ccc0391.campuscluster.illinois.edu,intra,247,1976,401,5.403380299e-06,365.6970
40,ccc0391.campuscluster.illinois.edu,intra,251,2008,395,5.219689873e-06,384.6972
40,ccc0391.campuscluster.illinois.edu,intra,256,2048,387,5.113686047e-06,400.4939
40,ccc0391.campuscluster.illinois.edu,intra,261,2088,380,5.501385526e-06,379.5408
40,ccc0391.campuscluster.illinois.edu,intra,266,2128,373,5.348597855e-06,397.8613
40,ccc0391.campuscluster.illinois.edu,intra,271,2168,366,5.188800546e-06,417.8230
40,ccc0391.campuscluster.illinois.edu,intra,276,2208,359,5.654408078e-06,390.4918
40,ccc0391.campuscluster.illinois.edu,intra,281,2248,353,5.263451841e-06,427.0961
40,ccc0391.campuscluster.illinois.edu,intra,286,2288,347,5.768253602e-06,396.6539
40,ccc0391.campuscluster.illinois.edu,intra,291,2328,341,5.420675953e-06,429.4667
40,ccc0391.campuscluster.illinois.edu,intra,296,2368,335,5.783622388e-06,409.4320
40,ccc0391.campuscluster.illinois.edu,intra,301,2408,330,5.752059091e-06,418.6327
40,ccc0391.campuscluster.illinois.edu,intra,306,2448,324,5.623723765e-06,435.2988
40,ccc0391.campuscluster.illinois.edu,intra,311,2488,319,6.091235110e-06,408.4557
40,ccc0391.campuscluster.illinois.edu,intra,316,2528,314,5.771807325e-06,437.9911
40,ccc0391.campuscluster.illinois.edu,intra,322,2576,308,5.750748377e-06,447.9417
40,ccc0391.campuscluster.illinois.edu,intra,328,2624,303,6.073483498e-06,432.0420
40,ccc0391.campuscluster.illinois.edu,intra,334,2672,297,6.137432660e-06,435.3612
40,ccc0391.campuscluster.illinois.edu,intra,340,2720,292,5.828304795e-06,466.6880
40,ccc0391.campuscluster.illinois.edu,intra,346,2768,287,6.100547038e-06,453.7298
40,ccc0391.campuscluster.illinois.edu,intra,352,2816,282,6.014446809e-06,468.2060
40,ccc0391.campuscluster.illinois.edu,intra,358,2864,277,5.027516246e-06,569.6650
40,ccc0391.campuscluster.illinois.edu,intra,364,2912,273,5.063031136e-06,575.1495
40,ccc0391.campuscluster.illinois.edu,intra,370,2960,268,5.118425373e-06,578.3029
40,ccc0391.campuscluster.illinois.edu,intra,376,3008,264,5.149450758e-06,584.1400
40,ccc0391.campuscluster.illinois.edu,intra,383,3064,259,5.197063707e-06,589.5637
40,ccc0391.campuscluster.illinois.edu,intra,390,3120,255,5.284539216e-06,590.4015
40,ccc0391.campuscluster.illinois.edu,intra,397,3176,250,5.311982000e-06,597.8936
40,ccc0391.campuscluster.illinois.edu,intra,404,3232,246,5.351825203e-06,603.9061
40,ccc0391.campuscluster.illinois.edu,intra,411,3288,242,5.406628099e-06,608.1424
40,ccc0391.campuscluster.illinois.edu,intra,418,3344,238,5.453905462e-06,613.1386
40,ccc0391.campuscluster.illinois.edu,intra,425,3400,234,5.544927350e-06,613.1730
40,ccc0391.campuscluster.illinois.edu,intra,432,3456,230,5.568158696e-06,620.6720
40,ccc0391.campuscluster.illinois.edu,intra,439,3512,226,5.632865044e-06,623.4838
40,ccc0391.campuscluster.illinois.edu,intra,447,3576,222,5.671015766e-06,630.5749
40,ccc0391.campuscluster.illinois.edu,intra,455,3640,218,5.757194954e-06,632.2523
40,ccc0391.campuscluster.illinois.edu,intra,463,3704,215,5.799595349e-06,638.6652
40,ccc0391.campuscluster.illinois.edu,intra,471,3768,211,5.864741706e-06,642.4835
40,ccc0391.campuscluster.illinois.edu,intra,479,3832,207,5.879816425e-06,651.7210
40,ccc0391.campuscluster.illinois.edu,intra,487,3896,204,5.963409314e-06,653.3176
40,ccc0391.campuscluster.illinois.edu,intra,495,3960,201,5.990656716e-06,661.0294
40,ccc0391.campuscluster.illinois.edu,intra,503,4024,198,6.101868687e-06,659.4701
40,ccc0391.campuscluster.illinois.edu,intra,512,4096,194,6.200567010e-06,660.5847
40,ccc0391.campuscluster.illinois.edu,intra,521,4168,191,6.225442408e-06,669.5107
40,ccc0391.campuscluster.illinois.edu,intra,530,4240,187,6.255441176e-06,677.8099
40,ccc0391.campuscluster.illinois.edu,intra,539,4312,184,6.332904891e-06,680.8882
40,ccc0391.campuscluster.illinois.edu,intra,548,4384,181,6.370588398e-06,688.1625
40,ccc0391.campuscluster.illinois.edu,intra,557,4456,178,6.456455056e-06,690.1620
40,ccc0391.campuscluster.illinois.edu,intra,566,4528,176,6.529653409e-06,693.4518
40,ccc0391.campuscluster.illinois.edu,intra,576,4608,173,6.528595376e-06,705.8180
40,ccc0391.campuscluster.illinois.edu,intra,586,4688,170,6.581570588e-06,712.2920
40,ccc0391.campuscluster.illinois.edu,intra,596,4768,167,6.665305389e-06,715.3461
40,ccc0391.campuscluster.illinois.edu,intra,606,4848,164,6.721804878e-06,721.2349
40,ccc0391.campuscluster.illinois.edu,intra,616,4928,161,6.782183230e-06,726.6097
40,ccc0391.campuscluster.illinois.edu,intra,626,5008,159,6.860748428e-06,729.9495
40,ccc0391.campuscluster.illinois.edu,intra,637,5096,156,6.945996795e-06,733.6600
40,ccc0391.campuscluster.illinois.edu,intra,648,5184,153,7.046310458e-06,735.7042
40,ccc0391.campuscluster.illinois.edu,intra,659,5272,151,7.061241722e-06,746.6109
40,ccc0391.campuscluster.illinois.edu,intra,670,5360,148,7.178993243e-06,746.6228
40,ccc0391.campuscluster.illinois.edu,intra,681,5448,146,7.251979452e-06,751.2432
40,ccc0391.campuscluster.illinois.edu,intra,692,5536,144,7.298326389e-06,758.5301
40,ccc0391.campuscluster.illinois.edu,intra,704,5632,141,7.389624113e-06,762.1497
40,ccc0391.campuscluster.illinois.edu,intra,716,5728,139,7.401600719e-06,773.8867
40,ccc0391.campuscluster.illinois.edu,intra,728,5824,136,7.550466912e-06,771.3430
40,ccc0391.campuscluster.illinois.edu,intra,740,5920,134,7.634753731e-06,775.4016
40,ccc0391.campuscluster.illinois.edu,intra,752,6016,132,7.757143939e-06,775.5432
40,ccc0391.campuscluster.illinois.edu,intra,765,6120,130,7.764546154e-06,788.1980
40,ccc0391.campuscluster.illinois.edu,intra,778,6224,128,7.821640625e-06,795.7410
40,ccc0391.campuscluster.illinois.edu,intra,791,6328,126,7.949734127e-06,796.0015
40,ccc0391.campuscluster.illinois.edu,intra,804,6432,124,7.977520161e-06,806.2656
40,ccc0391.campuscluster.illinois.edu,intra,817,6536,122,8.106163934e-06,806.3000
40,ccc0391.campuscluster.illinois.edu,intra,831,6648,120,8.201362500e-06,810.5970
40,ccc0391.campuscluster.illinois.edu,intra,845,6760,118,8.259618644e-06,818.4397
40,ccc0391.campuscluster.illinois.edu,intra,859,6872,116,8.367995690e-06,821.2241
40,ccc0391.campuscluster.illinois.edu,intra,873,6984,114,8.488701754e-06,822.7407
40,ccc0391.campuscluster.illinois.edu,intra,887,7096,112,8.589477679e-06,826.1271
40,ccc0391.campuscluster.illinois.edu,intra,902,7216,110,8.706940909e-06,828.7641
40,ccc0391.campuscluster.illinois.edu,intra,917,7336,108,8.796888889e-06,833.9312
40,ccc0391.campuscluster.illinois.edu,intra,932,7456,107,8.857098131e-06,841.8107
40,ccc0391.campuscluster.illinois.edu,intra,947,7576,105,8.985733333e-06,843.1143
40,ccc0391.campuscluster.illinois.edu,intra,963,7704,103,9.048252427e-06,851.4351
40,ccc0391.campuscluster.illinois.edu,intra,979,7832,101,9.141272277e-06,856.7735
40,ccc0391.campuscluster.illinois.edu,intra,995,7960,100,9.198070000e-06,865.3989
40,ccc0391.campuscluster.illinois.edu,intra,1011,8088,98,9.316316327e-06,868.1543
40,ccc0391.campuscluster.illinois.edu,intra,1028,8224,97,1.671875258e-05,491.9027
40,ccc0391.campuscluster.illinois.edu,intra,1045,8360,95,1.776028421e-05,470.7132
40,ccc0391.campuscluster.illinois.edu,intra,1062,8496,93,1.762943548e-05,481.9213
40,ccc0391.campuscluster.illinois.edu,intra,1080,8640,92,1.809303804e-05,477.5317
40,ccc0391.campuscluster.illinois.edu,intra,1098,8784,90,1.796443889e-05,488.9660
40,ccc0391.campuscluster.illinois.edu,intra,1116,8928,89,1.821891011e-05,490.0403
40,ccc0391.campuscluster.illinois.edu,intra,1134,9072,88,1.819653977e-05,498.5563
40,ccc0391.campuscluster.illinois.edu,intra,1153,9224,86,1.845859884e-05,499.7129
40,ccc0391.campuscluster.illinois.edu,intra,1172,9376,85,1.861634706e-05,503.6434
40,ccc0391.campuscluster.illinois.edu,intra,1191,9528,83,1.878549398e-05,507.1999
40,ccc0391.campuscluster.illinois.edu,intra,1211,9688,82,1.899918902e-05,509.9165
40,ccc0391.campuscluster.illinois.edu,intra,1231,9848,81,1.916856790e-05,513.7577
40,ccc0391.campuscluster.illinois.edu,intra,1251,10008,79,1.948105063e-05,513.7300
40,ccc0391.campuscluster.illinois.edu,intra,1272,10176,78,1.963633333e-05,518.2230
40,ccc0391.campuscluster.illinois.edu,intra,1293,10344,77,1.982766234e-05,521.6954
40,ccc0391.campuscluster.illinois.edu,intra,1314,10512,75,1.999298667e-05,525.7844
40,ccc0391.campuscluster.illinois.edu,intra,1336,10688,74,2.012458108e-05,531.0918
40,ccc0391.campuscluster.illinois.edu,intra,1358,10864,73,2.036396575e-05,533.4914
40,ccc0391.campuscluster.illinois.edu,intra,1380,11040,72,2.065695833e-05,534.4446
40,ccc0391.campuscluster.illinois.edu,intra,1403,11224,71,2.083161972e-05,538.7963
40,ccc0391.campuscluster.illinois.edu,intra,1426,11408,70,2.096068571e-05,544.2570
40,ccc0391.campuscluster.illinois.edu,intra,1449,11592,68,2.123837500e-05,545.8045
40,ccc0391.campuscluster.illinois.edu,intra,1473,11784,67,2.152860448e-05,547.3648
40,ccc0391.campuscluster.illinois.edu,intra,1497,11976,66,2.174200000e-05,550.8233
40,ccc0391.campuscluster.illinois.edu,intra,1521,12168,65,2.204559231e-05,551.9471
40,ccc0391.campuscluster.illinois.edu,intra,1546,12368,64,2.235217188e-05,553.3243
40,ccc0391.campuscluster.illinois.edu,intra,1571,12568,63,2.247979365e-05,559.0799
40,ccc0391.campuscluster.illinois.edu,intra,1597,12776,62,2.259165323e-05,565.5186
40,ccc0391.campuscluster.illinois.edu,intra,1623,12984,61,2.296069672e-05,565.4881
40,ccc0391.campuscluster.illinois.edu,intra,1649,13192,60,2.329177500e-05,566.3802
40,ccc0391.campuscluster.illinois.edu,intra,1676,13408,59,2.345977119e-05,571.5316
40,ccc0391.campuscluster.illinois.edu,intra,1703,13624,58,2.371336207e-05,574.5284
40,ccc0391.campuscluster.illinois.edu,intra,1731,13848,57,2.383778070e-05,580.9266
40,ccc0391.campuscluster.illinois.edu,intra,1759,14072,56,2.416890179e-05,582.2358
40,ccc0391.campuscluster.illinois.edu,intra,1788,14304,55,2.449384545e-05,583.9834
40,ccc0391.campuscluster.illinois.edu,intra,1817,14536,54,2.468852778e-05,588.7755
40,ccc0391.campuscluster.illinois.edu,intra,1847,14776,54,2.493241667e-05,592.6421
40,ccc0391.campuscluster.illinois.edu,intra,1877,15016,53,2.520898113e-05,595.6607
40,ccc0391.campuscluster.illinois.edu,intra,1908,15264,52,2.562440385e-05,595.6822
40,ccc0391.campuscluster.illinois.edu,intra,1939,15512,51,2.567600000e-05,604.1439
40,ccc0391.campuscluster.illinois.edu,intra,1971,15768,50,2.615585000e-05,602.8479
40,ccc0391.campuscluster.illinois.edu,intra,2003,16024,49,2.631680612e-05,608.8885
40,ccc0391.campuscluster.illinois.edu,intra,2036,16288,49,2.647066327e-05,615.3227
40,ccc0391.campuscluster.illinois.edu,intra,2069,16552,48,2.695356250e-05,614.0932
40,ccc0391.campuscluster.illinois.edu,intra,2103,16824,47,2.721709574e-05,618.1409
40,ccc0391.campuscluster.illinois.edu,intra,2137,17096,46,2.781868478e-05,614.5510
40,ccc0391.campuscluster.illinois.edu,intra,2172,17376,45,2.787371111e-05,623.3831
40,ccc0391.campuscluster.illinois.edu,intra,2207,17656,45,2.822737778e-05,625.4920
40,ccc0391.campuscluster.illinois.edu,intra,2243,17944,44,2.857084091e-05,628.0529
40,ccc0391.campuscluster.illinois.edu,intra,2279,18232,43,2.909595349e-05,626.6163
40,ccc0391.campuscluster.illinois.edu,intra,2316,18528,43,2.917879070e-05,634.9818
40,ccc0391.campuscluster.illinois.edu,intra,2354,18832,42,2.965107143e-05,635.1204
40,ccc0391.campuscluster.illinois.edu,intra,2392,19136,41,3.005379268e-05,636.7250
40,ccc0391.campuscluster.illinois.edu,intra,2431,19448,41,3.030303659e-05,641.7839
40,ccc0391.campuscluster.illinois.edu,intra,2470,19760,40,3.062680000e-05,645.1866
40,ccc0391.campuscluster.illinois.edu,intra,2510,20080,39,3.114608974e-05,644.7037
40,ccc0391.campuscluster.illinois.edu,intra,2551,20408,39,3.144330769e-05,649.0411
40,ccc0391.campuscluster.illinois.edu,intra,2592,20736,38,3.196401316e-05,648.7296
40,ccc0391.campuscluster.illinois.edu,intra,2634,21072,37,3.234875676e-05,651.4006
40,ccc0391.campuscluster.illinois.edu,intra,2677,21416,37,3.261777027e-05,656.5746
40,ccc0391.campuscluster.illinois.edu,intra,2720,21760,36,3.294690278e-05,660.4566
40,ccc0391.campuscluster.illinois.edu,intra,2764,22112,36,3.292519444e-05,671.5830
40,ccc0391.campuscluster.illinois.edu,intra,2809,22472,35,3.375714286e-05,665.6961
40,ccc0391.campuscluster.illinois.edu,intra,2854,22832,35,3.396854286e-05,672.1513
40,ccc0391.campuscluster.illinois.edu,intra,2900,23200,34,3.420823529e-05,678.1993
40,ccc0391.campuscluster.illinois.edu,intra,2947,23576,33,3.493593939e-05,674.8352
40,ccc0391.campuscluster.illinois.edu,intra,2995,23960,33,3.525274242e-05,679.6634
40,ccc0391.campuscluster.illinois.edu,intra,3043,24344,32,3.583028125e-05,679.4253
40,ccc0391.campuscluster.illinois.edu,intra,3092,24736,32,3.601968750e-05,686.7356
40,ccc0391.campuscluster.illinois.edu,intra,3142,25136,31,3.689462903e-05,681.2916
40,ccc0391.campuscluster.illinois.edu,intra,3193,25544,31,3.681319355e-05,693.8817
40,ccc0391.campuscluster.illinois.edu,intra,3245,25960,30,3.755055000e-05,691.3347
40,ccc0391.campuscluster.illinois.edu,intra,3297,26376,30,3.773990000e-05,698.8890
40,ccc0391.campuscluster.illinois.edu,intra,3350,26800,29,3.894039655e-05,688.2313
40,ccc0391.campuscluster.illinois.edu,intra,3404,27232,29,3.892156897e-05,699.6635
40,ccc0391.campuscluster.illinois.edu,intra,3459,27672,28,3.975503571e-05,696.0628
40,ccc0391.campuscluster.illinois.edu,intra,3515,28120,28,3.987885714e-05,705.1356
40,ccc0391.campuscluster.illinois.edu,intra,3572,28576,27,4.080035185e-05,700.3861
40,ccc0391.campuscluster.illinois.edu,intra,3630,29040,27,4.126788889e-05,703.6948
40,ccc0391.campuscluster.illinois.edu,intra,3689,29512,27,4.138125926e-05,713.1731
40,ccc0391.campuscluster.illinois.edu,intra,3749,29992,26,4.231738462e-05,708.7395
40,ccc0391.campuscluster.illinois.edu,intra,3810,30480,26,4.240948077e-05,718.7072
40,ccc0391.campuscluster.illinois.edu,intra,3871,30968,25,4.354138000e-05,711.2315
40,ccc0391.campuscluster.illinois.edu,intra,3933,31464,25,4.350332000e-05,723.2551
40,ccc0391.campuscluster.illinois.edu,intra,3996,31968,25,4.375180000e-05,730.6671
40,ccc0391.campuscluster.illinois.edu,intra,4060,32480,24,4.482022917e-05,724.6728
40,ccc0391.campuscluster.illinois.edu,intra,4125,33000,24,4.541718750e-05,726.5972
40,ccc0391.campuscluster.illinois.edu,intra,4192,33536,23,4.607086957e-05,727.9220
40,ccc0391.campuscluster.illinois.edu,intra,4260,34080,23,4.637450000e-05,734.8866
40,ccc0391.campuscluster.illinois.edu,intra,4329,34632,23,4.673541304e-05,741.0227
40,ccc0391.campuscluster.illinois.edu,intra,4399,35192,22,4.779977273e-05,736.2378
40,ccc0391.campuscluster.illinois.edu,intra,4470,35760,22,4.835811364e-05,739.4829
40,ccc0391.campuscluster.illinois.edu,intra,4542,36336,22,4.822125000e-05,753.5267
40,ccc0391.campuscluster.illinois.edu,intra,4615,36920,21,5.029971429e-05,734.0002
40,ccc0391.campuscluster.illinois.edu,intra,4689,37512,21,5.002871429e-05,749.8094
40,ccc0391.campuscluster.illinois.edu,intra,4765,38120,20,5.146690000e-05,740.6702
40,ccc0391.campuscluster.illinois.edu,intra,4842,38736,20,5.197737500e-05,745.2473
40,ccc0391.campuscluster.illinois.edu,intra,4920,39360,20,5.227617500e-05,752.9243
40,ccc0391.campuscluster.illinois.edu,intra,4999,39992,20,5.232855000e-05,764.2482
40,ccc0391.campuscluster.illinois.edu,intra,5080,40640,20,5.241795000e-05,775.3069
40,ccc0391.campuscluster.illinois.edu,intra,5162,41296,20,5.298102500e-05,779.4489
40,ccc0391.campuscluster.illinois.edu,intra,5245,41960,20,5.417200000e-05,774.5699
40,ccc0391.campuscluster.illinois.edu,intra,5329,42632,20,5.353707500e-05,796.3080
40,ccc0391.campuscluster.illinois.edu,intra,5415,43320,20,5.382887500e-05,804.7725
40,ccc0391.campuscluster.illinois.edu,intra,5502,44016,20,5.429697500e-05,810.6529
40,ccc0391.campuscluster.illinois.edu,intra,5591,44728,20,5.412967500e-05,826.3120
40,ccc0391.campuscluster.illinois.edu,intra,5681,45448,20,5.476787500e-05,829.8295
40,ccc0391.campuscluster.illinois.edu,intra,5772,46176,20,5.508272500e-05,838.3028
40,ccc0391.campuscluster.illinois.edu,intra,5865,46920,20,5.536125000e-05,847.5242
40,ccc0391.campuscluster.illinois.edu,intra,5959,47672,20,5.568912500e-05,856.0379
40,ccc0391.campuscluster.illinois.edu,intra,6055,48440,20,5.609412500e-05,863.5485
40,ccc0391.campuscluster.illinois.edu,intra,6152,49216,20,5.696327500e-05,863.9953
40,ccc0391.campuscluster.illinois.edu,intra,6251,50008,20,5.683602500e-05,879.8645
