# P=64 nodes=1 M=63 msg_vol=100000 nsizes=500 host0=ccc0391.campuscluster.illinois.edu date=2026-09-12T00:27:34
partner,partner_host,class,nwds,bytes,nloop,t_half_s,mb_per_s
8,ccc0391.campuscluster.illinois.edu,intra,2764,22112,36,3.373727778e-05,655.4174
8,ccc0391.campuscluster.illinois.edu,intra,2809,22472,35,3.486465714e-05,644.5496
8,ccc0391.campuscluster.illinois.edu,intra,2854,22832,35,3.498544286e-05,652.6143
8,ccc0391.campuscluster.illinois.edu,intra,2900,23200,34,3.504539706e-05,661.9985
8,ccc0391.campuscluster.illinois.edu,intra,2947,23576,33,3.551627273e-05,663.8084
8,ccc0391.campuscluster.illinois.edu,intra,2995,23960,33,3.661471212e-05,654.3818
8,ccc0391.campuscluster.illinois.edu,intra,3043,24344,32,3.639212500e-05,668.9359
8,ccc0391.campuscluster.illinois.edu,intra,3092,24736,32,3.730915625e-05,663.0008
8,ccc0391.campuscluster.illinois.edu,intra,3142,25136,31,3.705640323e-05,678.3173
8,ccc0391.campuscluster.illinois.edu,intra,3193,25544,31,3.805359677e-05,671.2637
8,ccc0391.campuscluster.illinois.edu,intra,3245,25960,30,3.932120000e-05,660.2037
8,ccc0391.campuscluster.illinois.edu,intra,3297,26376,30,3.870706667e-05,681.4260
8,ccc0391.campuscluster.illinois.edu,intra,3350,26800,29,3.935048276e-05,681.0590
8,ccc0391.campuscluster.illinois.edu,intra,3404,27232,29,4.044875862e-05,673.2469
8,ccc0391.campuscluster.illinois.edu,intra,3459,27672,28,4.021196429e-05,688.1534
8,ccc0391.campuscluster.illinois.edu,intra,3515,28120,28,4.088860714e-05,687.7221
8,ccc0391.campuscluster.illinois.edu,intra,3572,28576,27,4.221355556e-05,676.9390
8,ccc0391.campuscluster.illinois.edu,intra,3630,29040,27,4.280670370e-05,678.3984
8,ccc0391.campuscluster.illinois.edu,intra,3689,29512,27,4.313307407e-05,684.2081
8,ccc0391.campuscluster.illinois.edu,intra,3749,29992,26,4.397665385e-05,681.9982
8,ccc0391.campuscluster.illinois.edu,intra,3810,30480,26,4.458355769e-05,683.6601
8,ccc0391.campuscluster.illinois.edu,intra,3871,30968,25,4.481540000e-05,691.0125
8,ccc0391.campuscluster.illinois.edu,intra,3933,31464,25,4.470098000e-05,703.8772
8,ccc0391.campuscluster.illinois.edu,intra,3996,31968,25,4.538948000e-05,704.3042
8,ccc0391.campuscluster.illinois.edu,intra,4060,32480,24,4.625418750e-05,702.2067
8,ccc0391.campuscluster.illinois.edu,intra,4125,33000,24,4.705235417e-05,701.3464
8,ccc0391.campuscluster.illinois.edu,intra,4192,33536,23,4.715508696e-05,711.1852
8,ccc0391.campuscluster.illinois.edu,intra,4260,34080,23,4.725639130e-05,721.1723
8,ccc0391.campuscluster.illinois.edu,intra,4329,34632,23,4.933310870e-05,702.0032
8,ccc0391.campuscluster.illinois.edu,intra,4399,35192,22,4.997956818e-05,704.1277
8,ccc0391.campuscluster.illinois.edu,intra,4470,35760,22,5.080590909e-05,703.8551
8,ccc0391.campuscluster.illinois.edu,intra,4542,36336,22,5.086440909e-05,714.3698
8,ccc0391.campuscluster.illinois.edu,intra,4615,36920,21,5.324169048e-05,693.4415
8,ccc0391.campuscluster.illinois.edu,intra,4689,37512,21,5.335595238e-05,703.0518
8,ccc0391.campuscluster.illinois.edu,intra,4765,38120,20,5.475962500e-05,696.1333
8,ccc0391.campuscluster.illinois.edu,intra,4842,38736,20,5.512255000e-05,702.7251
8,ccc0391.campuscluster.illinois.edu,intra,4920,39360,20,5.562850000e-05,707.5510
8,ccc0391.campuscluster.illinois.edu,intra,4999,39992,20,5.585392500e-05,716.0106
8,ccc0391.campuscluster.illinois.edu,intra,5080,40640,20,5.588597500e-05,727.1950
8,ccc0391.campuscluster.illinois.edu,intra,5162,41296,20,5.669550000e-05,728.3823
8,ccc0391.campuscluster.illinois.edu,intra,5245,41960,20,5.639217500e-05,744.0749
8,ccc0391.campuscluster.illinois.edu,intra,5329,42632,20,5.695250000e-05,748.5536
8,ccc0391.campuscluster.illinois.edu,intra,5415,43320,20,5.711830000e-05,758.4259
8,ccc0391.campuscluster.illinois.edu,intra,5502,44016,20,5.747245000e-05,765.8626
8,ccc0391.campuscluster.illinois.edu,intra,5591,44728,20,5.810590000e-05,769.7669
8,ccc0391.campuscluster.illinois.edu,intra,5681,45448,20,5.825217500e-05,780.1940
8,ccc0391.campuscluster.illinois.edu,intra,5772,46176,20,5.848012500e-05,789.6016
8,ccc0391.campuscluster.illinois.edu,intra,5865,46920,20,5.914612500e-05,793.2895
8,ccc0391.campuscluster.illinois.edu,intra,5959,47672,20,5.933022500e-05,803.5028
8,ccc0391.campuscluster.illinois.edu,intra,6055,48440,20,5.984195000e-05,809.4656
8,ccc0391.campuscluster.illinois.edu,intra,6152,49216,20,6.066147500e-05,811.3222
8,ccc0391.campuscluster.illinois.edu,intra,6251,50008,20,6.046335000e-05,827.0795
8,ccc0391.campuscluster.illinois.edu,intra,6352,50816,20,6.091245000e-05,834.2465
8,ccc0391.campuscluster.illinois.edu,intra,6454,51632,20,6.126760000e-05,842.7293
8,ccc0391.campuscluster.illinois.edu,intra,6558,52464,20,6.155465000e-05,852.3158
8,ccc0391.campuscluster.illinois.edu,intra,6663,53304,20,6.196167500e-05,860.2737
8,ccc0391.campuscluster.illinois.edu,intra,6770,54160,20,6.280425000e-05,862.3620
8,ccc0391.campuscluster.illinois.edu,intra,6879,55032,20,6.320277500e-05,870.7213
8,ccc0391.campuscluster.illinois.edu,intra,6990,55920,20,6.328742500e-05,883.5879
8,ccc0391.campuscluster.illinois.edu,intra,7102,56816,20,6.365637500e-05,892.5422
8,ccc0391.campuscluster.illinois.edu,intra,7216,57728,20,6.437497500e-05,896.7460
8,ccc0391.campuscluster.illinois.edu,intra,7332,58656,20,6.454502500e-05,908.7610
8,ccc0391.campuscluster.illinois.edu,intra,7450,59600,20,6.501795000e-05,916.6699
8,ccc0391.campuscluster.illinois.edu,intra,7570,60560,20,6.544875000e-05,925.3042
8,ccc0391.campuscluster.illinois.edu,intra,7692,61536,20,6.668432500e-05,922.7956
8,ccc0391.campuscluster.illinois.edu,intra,7816,62528,20,6.710460000e-05,931.7990
8,ccc0391.campuscluster.illinois.edu,intra,7942,63536,20,6.705652500e-05,947.4991
8,ccc0391.campuscluster.illinois.edu,intra,8070,64560,20,6.740945000e-05,957.7292
8,ccc0391.campuscluster.illinois.edu,intra,8200,65600,20,6.818665000e-05,962.0652
8,ccc0391.campuscluster.illinois.edu,intra,8332,66656,20,6.882910000e-05,968.4276
8,ccc0391.campuscluster.illinois.edu,intra,8466,67728,20,6.990190000e-05,968.9007
8,ccc0391.campuscluster.illinois.edu,intra,8602,68816,20,6.964287500e-05,988.1269
8,ccc0391.campuscluster.illinois.edu,intra,8740,69920,20,7.007247500e-05,997.8240
8,ccc0391.campuscluster.illinois.edu,intra,8880,71040,20,7.048247500e-05,1007.9101
8,ccc0391.campuscluster.illinois.edu,intra,9023,72184,20,7.097137500e-05,1017.0861
8,ccc0391.campuscluster.illinois.edu,intra,9168,73344,20,7.158177500e-05,1024.6183
8,ccc0391.campuscluster.illinois.edu,intra,9315,74520,20,7.198480000e-05,1035.2185
8,ccc0391.campuscluster.illinois.edu,intra,9465,75720,20,7.214232500e-05,1049.5919
8,ccc0391.campuscluster.illinois.edu,intra,9617,76936,20,7.306882500e-05,1052.9251
8,ccc0391.campuscluster.illinois.edu,intra,9771,78168,20,7.397405000e-05,1056.6949
8,ccc0391.campuscluster.illinois.edu,intra,9928,79424,20,7.535917500e-05,1053.9394
8,ccc0391.campuscluster.illinois.edu,intra,10087,80696,20,7.558032500e-05,1067.6853
8,ccc0391.campuscluster.illinois.edu,intra,10249,81992,20,7.640262500e-05,1073.1568
8,ccc0391.campuscluster.illinois.edu,intra,10414,83312,20,7.689130000e-05,1083.5036
8,ccc0391.campuscluster.illinois.edu,intra,10581,84648,20,7.753022500e-05,1091.8065
8,ccc0391.campuscluster.illinois.edu,intra,10751,86008,20,7.859250000e-05,1094.3538
8,ccc0391.campuscluster.illinois.edu,intra,10924,87392,20,7.892712500e-05,1107.2493
8,ccc0391.campuscluster.illinois.edu,intra,11099,88792,20,7.977850000e-05,1112.9816
8,ccc0391.campuscluster.illinois.edu,intra,11277,90216,20,8.071575000e-05,1117.7001
8,ccc0391.campuscluster.illinois.edu,intra,11458,91664,20,8.178675000e-05,1120.7683
8,ccc0391.campuscluster.illinois.edu,intra,11642,93136,20,8.193127500e-05,1136.7576
8,ccc0391.campuscluster.illinois.edu,intra,11829,94632,20,8.278240000e-05,1143.1415
8,ccc0391.campuscluster.illinois.edu,intra,12019,96152,20,8.341732500e-05,1152.6622
8,ccc0391.campuscluster.illinois.edu,intra,12212,97696,20,8.389725000e-05,1164.4720
8,ccc0391.campuscluster.illinois.edu,intra,12408,99264,20,8.512577500e-05,1166.0863
8,ccc0391.campuscluster.illinois.edu,intra,12607,100856,20,8.627395000e-05,1169.0203
8,ccc0391.campuscluster.illinois.edu,intra,12809,102472,20,8.687635000e-05,1179.5155
8,ccc0391.campuscluster.illinois.edu,intra,13014,104112,20,8.793057500e-05,1184.0250
8,ccc0391.campuscluster.illinois.edu,intra,13223,105784,20,8.811267500e-05,1200.5537
8,ccc0391.campuscluster.illinois.edu,intra,13435,107480,20,8.965157500e-05,1198.8635
8,ccc0391.campuscluster.illinois.edu,intra,13650,109200,20,8.991682500e-05,1214.4557
8,ccc0391.campuscluster.illinois.edu,intra,13869,110952,20,9.082027500e-05,1221.6655
8,ccc0391.campuscluster.illinois.edu,intra,14091,112728,20,9.148752500e-05,1232.1680
8,ccc0391.campuscluster.illinois.edu,intra,14317,114536,20,9.241177500e-05,1239.4092
8,ccc0391.campuscluster.illinois.edu,intra,14547,116376,20,9.337507500e-05,1246.3283
8,ccc0391.campuscluster.illinois.edu,intra,14780,118240,20,9.430182500e-05,1253.8464
8,ccc0391.campuscluster.illinois.edu,intra,15017,120136,20,9.568942500e-05,1255.4783
8,ccc0391.campuscluster.illinois.edu,intra,15258,122064,20,9.603660000e-05,1271.0154
8,ccc0391.campuscluster.illinois.edu,intra,15503,124024,20,9.734305000e-05,1274.0920
8,ccc0391.campuscluster.illinois.edu,intra,15752,126016,20,9.783650000e-05,1288.0265
8,ccc0391.campuscluster.illinois.edu,intra,16005,128040,20,9.947657500e-05,1287.1372
8,ccc0391.campuscluster.illinois.edu,intra,16262,130096,20,1.009318000e-04,1288.9496
8,ccc0391.campuscluster.illinois.edu,intra,16523,132184,20,1.022159750e-04,1293.1834
8,ccc0391.campuscluster.illinois.edu,intra,16788,134304,20,1.024454250e-04,1310.9809
8,ccc0391.campuscluster.illinois.edu,intra,17057,136456,20,1.038949000e-04,1313.4042
8,ccc0391.campuscluster.illinois.edu,intra,17330,138640,20,1.058388000e-04,1309.9166
8,ccc0391.campuscluster.illinois.edu,intra,17608,140864,20,1.082718750e-04,1301.0212
8,ccc0391.campuscluster.illinois.edu,intra,17890,143120,20,1.098994500e-04,1302.2813
8,ccc0391.campuscluster.illinois.edu,intra,18177,145416,20,1.120893250e-04,1297.3225
8,ccc0391.campuscluster.illinois.edu,intra,18468,147744,20,1.128693000e-04,1308.9830
8,ccc0391.campuscluster.illinois.edu,intra,18764,150112,20,1.143132500e-04,1313.1636
8,ccc0391.campuscluster.illinois.edu,intra,19065,152520,20,1.154491500e-04,1321.1011
8,ccc0391.campuscluster.illinois.edu,intra,19371,154968,20,1.170206250e-04,1324.2794
8,ccc0391.campuscluster.illinois.edu,intra,19681,157448,20,1.185272000e-04,1328.3702
8,ccc0391.campuscluster.illinois.edu,intra,19996,159968,20,1.192888750e-04,1341.0136
8,ccc0391.campuscluster.illinois.edu,intra,20316,162528,20,1.196653500e-04,1358.1876
8,ccc0391.campuscluster.illinois.edu,intra,20642,165136,20,1.216332750e-04,1357.6548
8,ccc0391.campuscluster.illinois.edu,intra,20973,167784,20,1.228939250e-04,1365.2750
8,ccc0391.campuscluster.illinois.edu,intra,21309,170472,20,1.247819750e-04,1366.1589
8,ccc0391.campuscluster.illinois.edu,intra,21650,173200,20,1.261858750e-04,1372.5783
8,ccc0391.campuscluster.illinois.edu,intra,21997,175976,20,1.271865000e-04,1383.6060
8,ccc0391.campuscluster.illinois.edu,intra,22349,178792,20,1.299755000e-04,1375.5823
8,ccc0391.campuscluster.illinois.edu,intra,22707,181656,20,1.295509500e-04,1402.1974
8,ccc0391.campuscluster.illinois.edu,intra,23071,184568,20,1.324541750e-04,1393.4480
8,ccc0391.campuscluster.illinois.edu,intra,23441,187528,20,1.335915750e-04,1403.7412
8,ccc0391.campuscluster.illinois.edu,intra,23817,190536,20,1.347257000e-04,1414.2513
8,ccc0391.campuscluster.illinois.edu,intra,24199,193592,20,1.359407250e-04,1424.0913
8,ccc0391.campuscluster.illinois.edu,intra,24587,196696,20,1.364058750e-04,1441.9907
8,ccc0391.campuscluster.illinois.edu,intra,24981,199848,20,1.372915250e-04,1455.6470
8,ccc0391.campuscluster.illinois.edu,intra,25381,203048,20,6.345775000e-05,3199.7353
8,ccc0391.campuscluster.illinois.edu,intra,25788,206304,20,6.254027500e-05,3298.7383
8,ccc0391.campuscluster.illinois.edu,intra,26201,209608,20,6.423972500e-05,3262.9031
8,ccc0391.campuscluster.illinois.edu,intra,26621,212968,20,6.223267500e-05,3422.1251
8,ccc0391.campuscluster.illinois.edu,intra,27047,216376,20,6.169970000e-05,3506.9214
8,ccc0391.campuscluster.illinois.edu,intra,27480,219840,20,6.279750000e-05,3500.7763
8,ccc0391.campuscluster.illinois.edu,intra,27920,223360,20,6.317420000e-05,3535.6206
8,ccc0391.campuscluster.illinois.edu,intra,28367,226936,20,6.303922500e-05,3599.9174
8,ccc0391.campuscluster.illinois.edu,intra,28821,230568,20,6.219010000e-05,3707.4711
8,ccc0391.campuscluster.illinois.edu,intra,29283,234264,20,6.411222500e-05,3653.9677
8,ccc0391.campuscluster.illinois.edu,intra,29752,238016,20,6.437847500e-05,3697.1363
8,ccc0391.campuscluster.illinois.edu,intra,30229,241832,20,6.502370000e-05,3719.1363
8,ccc0391.campuscluster.illinois.edu,intra,30713,245704,20,6.505775000e-05,3776.7061
8,ccc0391.campuscluster.illinois.edu,intra,31205,249640,20,6.600855000e-05,3781.9343
8,ccc0391.campuscluster.illinois.edu,intra,31705,253640,20,6.680255000e-05,3796.8610
8,ccc0391.campuscluster.illinois.edu,intra,32213,257704,20,6.771475000e-05,3805.7292
8,ccc0391.campuscluster.illinois.edu,intra,32729,261832,20,6.739390000e-05,3885.0994
8,ccc0391.campuscluster.illinois.edu,intra,33253,266024,20,6.735257500e-05,3949.7228
8,ccc0391.campuscluster.illinois.edu,intra,33786,270288,20,6.875197500e-05,3931.3489
8,ccc0391.campuscluster.illinois.edu,intra,34327,274616,20,6.944102500e-05,3954.6651
8,ccc0391.campuscluster.illinois.edu,intra,34877,279016,20,7.007470000e-05,3981.6938
8,ccc0391.campuscluster.illinois.edu,intra,35436,283488,20,7.037577500e-05,4028.2043
8,ccc0391.campuscluster.illinois.edu,intra,36003,288024,20,7.145805000e-05,4030.6725
8,ccc0391.campuscluster.illinois.edu,intra,36580,292640,20,7.209200000e-05,4059.2576
8,ccc0391.campuscluster.illinois.edu,intra,37166,297328,20,7.263452500e-05,4093.4803
8,ccc0391.campuscluster.illinois.edu,intra,37761,302088,20,7.391542500e-05,4086.9413
8,ccc0391.campuscluster.illinois.edu,intra,38366,306928,20,7.411107500e-05,4141.4593
8,ccc0391.campuscluster.illinois.edu,intra,38980,311840,20,7.466685000e-05,4176.4183
8,ccc0391.campuscluster.illinois.edu,intra,39604,316832,20,7.480962500e-05,4235.1770
8,ccc0391.campuscluster.illinois.edu,intra,40238,321904,20,7.582927500e-05,4245.1151
8,ccc0391.campuscluster.illinois.edu,intra,40882,327056,20,7.759610000e-05,4214.8510
8,ccc0391.campuscluster.illinois.edu,intra,41537,332296,20,7.940102500e-05,4185.0341
8,ccc0391.campuscluster.illinois.edu,intra,42202,337616,20,8.132062500e-05,4151.6651
8,ccc0391.campuscluster.illinois.edu,intra,42878,343024,20,8.328010000e-05,4118.9192
8,ccc0391.campuscluster.illinois.edu,intra,43565,348520,20,8.846232500e-05,3939.7563
8,ccc0391.campuscluster.illinois.edu,intra,44263,354104,20,8.573920000e-05,4130.0129
8,ccc0391.campuscluster.illinois.edu,intra,44972,359776,20,8.393505000e-05,4286.3619
8,ccc0391.campuscluster.illinois.edu,intra,45692,365536,20,8.270050000e-05,4419.9975
8,ccc0391.campuscluster.illinois.edu,intra,46424,371392,20,8.328782500e-05,4459.1391
8,ccc0391.campuscluster.illinois.edu,intra,47167,377336,20,8.363475000e-05,4511.7131
8,ccc0391.campuscluster.illinois.edu,intra,47922,383376,20,8.443575000e-05,4540.4464
8,ccc0391.campuscluster.illinois.edu,intra,48689,389512,20,9.252622500e-05,4209.7470
8,ccc0391.campuscluster.illinois.edu,intra,49469,395752,20,9.576760000e-05,4132.4206
8,ccc0391.campuscluster.illinois.edu,intra,50261,402088,20,9.493402500e-05,4235.4467
8,ccc0391.campuscluster.illinois.edu,intra,51066,408528,20,8.577702500e-05,4762.6739
8,ccc0391.campuscluster.illinois.edu,intra,51884,415072,20,8.523300000e-05,4869.8509
8,ccc0391.campuscluster.illinois.edu,intra,52715,421720,20,8.633005000e-05,4884.9734
8,ccc0391.campuscluster.illinois.edu,intra,53559,428472,20,8.688962500e-05,4931.2217
8,ccc0391.campuscluster.illinois.edu,intra,54416,435328,20,8.740010000e-05,4980.8639
8,ccc0391.campuscluster.illinois.edu,intra,55287,442296,20,8.851392500e-05,4996.9087
8,ccc0391.campuscluster.illinois.edu,intra,56172,449376,20,8.919570000e-05,5038.0904
8,ccc0391.campuscluster.illinois.edu,intra,57071,456568,20,8.990080000e-05,5078.5755
8,ccc0391.campuscluster.illinois.edu,intra,57985,463880,20,9.089565000e-05,5103.4345
8,ccc0391.campuscluster.illinois.edu,intra,58913,471304,20,9.158145000e-05,5146.2824
8,ccc0391.campuscluster.illinois.edu,intra,59856,478848,20,9.305672500e-05,5145.7646
8,ccc0391.campuscluster.illinois.edu,intra,60814,486512,20,9.438322500e-05,5154.6448
8,ccc0391.campuscluster.illinois.edu,intra,61788,494304,20,9.521352500e-05,5191.5314
8,ccc0391.campuscluster.illinois.edu,intra,62777,502216,20,9.603085000e-05,5229.7361
8,ccc0391.campuscluster.illinois.edu,intra,63782,510256,20,9.700565000e-05,5260.0647
8,ccc0391.campuscluster.illinois.edu,intra,64803,518424,20,9.787432500e-05,5296.8335
8,ccc0391.campuscluster.illinois.edu,intra,65840,526720,20,9.908732500e-05,5315.7152
8,ccc0391.campuscluster.illinois.edu,intra,66894,535152,20,1.004867250e-04,5325.5990
8,ccc0391.campuscluster.illinois.edu,intra,67965,543720,20,1.020238750e-04,5329.3408
8,ccc0391.campuscluster.illinois.edu,intra,69053,552424,20,1.031414750e-04,5355.9831
8,ccc0391.campuscluster.illinois.edu,intra,70158,561264,20,1.046347750e-04,5364.0293
8,ccc0391.campuscluster.illinois.edu,intra,71281,570248,20,1.053461000e-04,5413.0908
8,ccc0391.campuscluster.illinois.edu,intra,72422,579376,20,1.059978500e-04,5465.9222
8,ccc0391.campuscluster.illinois.edu,intra,73581,588648,20,1.069293500e-04,5505.0180
8,ccc0391.campuscluster.illinois.edu,intra,74759,598072,20,1.083838500e-04,5518.0915
8,ccc0391.campuscluster.illinois.edu,intra,75956,607648,20,1.092705250e-04,5560.9507
8,ccc0391.campuscluster.illinois.edu,intra,77172,617376,20,1.099092000e-04,5617.1458
8,ccc0391.campuscluster.illinois.edu,intra,78407,627256,20,1.119458250e-04,5603.2103
8,ccc0391.campuscluster.illinois.edu,intra,79662,637296,20,1.131167500e-04,5633.9667
8,ccc0391.campuscluster.illinois.edu,intra,80937,647496,20,1.143919000e-04,5660.3308
8,ccc0391.campuscluster.illinois.edu,intra,82233,657864,20,1.154058250e-04,5700.4402
8,ccc0391.campuscluster.illinois.edu,intra,83549,668392,20,1.170444000e-04,5710.5850
8,ccc0391.campuscluster.illinois.edu,intra,84886,679088,20,1.181389750e-04,5748.2131
8,ccc0391.campuscluster.illinois.edu,intra,86245,689960,20,1.195356000e-04,5772.0043
8,ccc0391.campuscluster.illinois.edu,intra,87625,701000,20,1.213259500e-04,5777.8241
8,ccc0391.campuscluster.illinois.edu,intra,89028,712224,20,1.225748250e-04,5810.5243
8,ccc0391.campuscluster.illinois.edu,intra,90453,723624,20,1.241317500e-04,5829.4836
8,ccc0391.campuscluster.illinois.edu,intra,91901,735208,20,1.251053250e-04,5876.7123
8,ccc0391.campuscluster.illinois.edu,intra,93372,746976,20,1.271794750e-04,5873.4006
8,ccc0391.campuscluster.illinois.edu,intra,94866,758928,20,1.285929000e-04,5901.7877
8,ccc0391.campuscluster.illinois.edu,intra,96384,771072,20,1.297255250e-04,5943.8726
8,ccc0391.campuscluster.illinois.edu,intra,97927,783416,20,1.438323500e-04,5446.7302
8,ccc0391.campuscluster.illinois.edu,intra,99494,795952,20,1.339547500e-04,5941.9468
8,ccc0391.campuscluster.illinois.edu,intra,101086,808688,20,1.355337250e-04,5966.6921
9,ccc0391.campuscluster.illinois.edu,intra,1,8,1000,1.188398000e-06,6.7318
9,ccc0391.campuscluster.illinois.edu,intra,2,16,1000,1.131385500e-06,14.1420
9,ccc0391.campuscluster.illinois.edu,intra,3,24,1000,1.516390500e-06,15.8271
9,ccc0391.campuscluster.illinois.edu,intra,4,32,1000,1.426551000e-06,22.4317
9,ccc0391.campuscluster.illinois.edu,intra,5,40,1000,1.436249500e-06,27.8503
9,ccc0391.campuscluster.illinois.edu,intra,6,48,1000,1.435012500e-06,33.4492
9,ccc0391.campuscluster.illinois.edu,intra,7,56,1000,1.715305000e-06,32.6473
9,ccc0391.campuscluster.illinois.edu,intra,8,64,1000,1.715340500e-06,37.3104
9,ccc0391.campuscluster.illinois.edu,intra,9,72,1000,1.733128500e-06,41.5434
9,ccc0391.campuscluster.illinois.edu,intra,10,80,1000,1.728219500e-06,46.2904
9,ccc0391.campuscluster.illinois.edu,intra,11,88,1000,1.750676500e-06,50.2663
9,ccc0391.campuscluster.illinois.edu,intra,12,96,1000,1.748683000e-06,54.8985
9,ccc0391.campuscluster.illinois.edu,intra,13,104,1000,1.773770000e-06,58.6322
9,ccc0391.campuscluster.illinois.edu,intra,14,112,1000,1.769146000e-06,63.3074
9,ccc0391.campuscluster.illinois.edu,intra,15,120,1000,1.778890000e-06,67.4578
9,ccc0391.campuscluster.illinois.edu,intra,16,128,1000,1.780227500e-06,71.9009
9,ccc0391.campuscluster.illinois.edu,intra,17,136,1000,1.794594000e-06,75.7832
9,ccc0391.campuscluster.illinois.edu,intra,18,144,1000,1.781028500e-06,80.8522
9,ccc0391.campuscluster.illinois.edu,intra,19,152,1000,1.808821500e-06,84.0326
9,ccc0391.campuscluster.illinois.edu,intra,20,160,1000,1.814567000e-06,88.1753
9,ccc0391.campuscluster.illinois.edu,intra,21,168,1000,1.846477000e-06,90.9841
9,ccc0391.campuscluster.illinois.edu,intra,22,176,1000,1.843982500e-06,95.4456
9,ccc0391.campuscluster.illinois.edu,intra,23,184,1000,2.577749000e-06,71.3801
9,ccc0391.campuscluster.illinois.edu,intra,24,192,1000,2.564133500e-06,74.8791
9,ccc0391.campuscluster.illinois.edu,intra,25,200,1000,2.577869500e-06,77.5834
9,ccc0391.campuscluster.illinois.edu,intra,26,208,1000,2.580494000e-06,80.6047
9,ccc0391.campuscluster.illinois.edu,intra,27,216,1000,2.586055000e-06,83.5249
9,ccc0391.campuscluster.illinois.edu,intra,28,224,1000,2.585303500e-06,86.6436
9,ccc0391.campuscluster.illinois.edu,intra,29,232,1000,2.792613500e-06,83.0763
9,ccc0391.campuscluster.illinois.edu,intra,30,240,1000,2.693101500e-06,89.1166
9,ccc0391.campuscluster.illinois.edu,intra,31,248,1000,2.699258000e-06,91.8771
9,ccc0391.campuscluster.illinois.edu,intra,32,256,1000,2.699022500e-06,94.8492
9,ccc0391.campuscluster.illinois.edu,intra,33,264,1000,2.721710000e-06,96.9978
9,ccc0391.campuscluster.illinois.edu,intra,34,272,1000,2.730672000e-06,99.6092
9,ccc0391.campuscluster.illinois.edu,intra,35,280,1000,2.736738000e-06,102.3116
9,ccc0391.campuscluster.illinois.edu,intra,36,288,1000,2.736112000e-06,105.2588
9,ccc0391.campuscluster.illinois.edu,intra,37,296,1000,2.780481000e-06,106.4564
9,ccc0391.campuscluster.illinois.edu,intra,38,304,1000,2.778472000e-06,109.4127
9,ccc0391.campuscluster.illinois.edu,intra,39,312,1000,2.782580000e-06,112.1262
9,ccc0391.campuscluster.illinois.edu,intra,40,320,1000,2.785400000e-06,114.8848
9,ccc0391.campuscluster.illinois.edu,intra,41,328,1000,2.800934500e-06,117.1038
9,ccc0391.campuscluster.illinois.edu,intra,42,336,1000,2.795459000e-06,120.1949
9,ccc0391.campuscluster.illinois.edu,intra,43,344,1000,2.806214500e-06,122.5851
9,ccc0391.campuscluster.illinois.edu,intra,44,352,1000,2.810126500e-06,125.2613
9,ccc0391.campuscluster.illinois.edu,intra,45,360,1000,2.873466000e-06,125.2842
9,ccc0391.campuscluster.illinois.edu,intra,46,368,1000,2.866027000e-06,128.4007
9,ccc0391.campuscluster.illinois.edu,intra,47,376,1000,2.863172000e-06,131.3229
9,ccc0391.campuscluster.illinois.edu,intra,48,384,1000,2.875339500e-06,133.5494
9,ccc0391.campuscluster.illinois.edu,intra,49,392,1000,2.857240000e-06,137.1953
9,ccc0391.campuscluster.illinois.edu,intra,50,400,1000,2.857290000e-06,139.9928
9,ccc0391.campuscluster.illinois.edu,intra,51,408,1000,2.868241000e-06,142.2475
9,ccc0391.campuscluster.illinois.edu,intra,52,416,1000,2.887572500e-06,144.0656
9,ccc0391.campuscluster.illinois.edu,intra,53,424,1000,2.994323500e-06,141.6013
9,ccc0391.campuscluster.illinois.edu,intra,54,432,1000,2.946378500e-06,146.6207
9,ccc0391.campuscluster.illinois.edu,intra,55,440,1000,2.854124500e-06,154.1629
9,ccc0391.campuscluster.illinois.edu,intra,56,448,1000,2.869739000e-06,156.1118
9,ccc0391.campuscluster.illinois.edu,intra,57,456,1000,2.849911500e-06,160.0050
9,ccc0391.campuscluster.illinois.edu,intra,58,464,1000,2.842793000e-06,163.2198
9,ccc0391.campuscluster.illinois.edu,intra,59,472,1000,2.847592000e-06,165.7541
9,ccc0391.campuscluster.illinois.edu,intra,60,480,1000,2.846695500e-06,168.6166
9,ccc0391.campuscluster.illinois.edu,intra,61,488,1000,2.885013000e-06,169.1500
9,ccc0391.campuscluster.illinois.edu,intra,62,496,1000,2.880474000e-06,172.1939
9,ccc0391.campuscluster.illinois.edu,intra,64,512,1000,2.884281500e-06,177.5139
9,ccc0391.campuscluster.illinois.edu,intra,66,528,1000,2.898388000e-06,182.1702
9,ccc0391.campuscluster.illinois.edu,intra,68,544,1000,2.915840500e-06,186.5671
9,ccc0391.campuscluster.illinois.edu,intra,70,560,1000,2.951688500e-06,189.7219
9,ccc0391.campuscluster.illinois.edu,intra,72,576,1000,2.946749000e-06,195.4697
9,ccc0391.campuscluster.illinois.edu,intra,74,592,1000,2.997239000e-06,197.5151
9,ccc0391.campuscluster.illinois.edu,intra,76,608,1000,3.012392500e-06,201.8329
9,ccc0391.campuscluster.illinois.edu,intra,78,624,1000,3.046622000e-06,204.8170
9,ccc0391.campuscluster.illinois.edu,intra,80,640,1000,3.236164000e-06,197.7650
9,ccc0391.campuscluster.illinois.edu,intra,82,656,1000,3.061019000e-06,214.3077
9,ccc0391.campuscluster.illinois.edu,intra,84,672,1000,3.061054000e-06,219.5322
