# P=256 nodes=2 M=255 msg_vol=100000 nsizes=500 host0=ccc0391.campuscluster.illinois.edu cpu0=0 socket0=0 date=2026-09-14T23:32:52
partner,partner_host,partner_cpu,partner_socket,class,nwds,bytes,nloop,t_half_s,mb_per_s
0,ccc0391.campuscluster.illinois.edu,0,0,self,86,688,1000,3.083177000e-06,223.1464
0,ccc0391.campuscluster.illinois.edu,0,0,self,88,704,1000,3.090981000e-06,227.7594
0,ccc0391.campuscluster.illinois.edu,0,0,self,90,720,1000,3.102634000e-06,232.0609
0,ccc0391.campuscluster.illinois.edu,0,0,self,92,736,1000,3.114535000e-06,236.3114
0,ccc0391.campuscluster.illinois.edu,0,0,self,94,752,1000,3.136357000e-06,239.7686
0,ccc0391.campuscluster.illinois.edu,0,0,self,96,768,1000,3.139272000e-06,244.6427
0,ccc0391.campuscluster.illinois.edu,0,0,self,98,784,1000,3.151055000e-06,248.8056
0,ccc0391.campuscluster.illinois.edu,0,0,self,100,800,980,3.154133673e-06,253.6354
0,ccc0391.campuscluster.illinois.edu,0,0,self,102,816,961,3.202546306e-06,254.7973
0,ccc0391.campuscluster.illinois.edu,0,0,self,104,832,943,3.211159067e-06,259.0965
0,ccc0391.campuscluster.illinois.edu,0,0,self,106,848,925,3.223281081e-06,263.0860
0,ccc0391.campuscluster.illinois.edu,0,0,self,108,864,909,3.225480748e-06,267.8670
0,ccc0391.campuscluster.illinois.edu,0,0,self,110,880,892,3.255986547e-06,270.2714
0,ccc0391.campuscluster.illinois.edu,0,0,self,112,896,877,3.268173318e-06,274.1593
0,ccc0391.campuscluster.illinois.edu,0,0,self,114,912,862,3.290815545e-06,277.1349
0,ccc0391.campuscluster.illinois.edu,0,0,self,116,928,847,3.282096812e-06,282.7461
0,ccc0391.campuscluster.illinois.edu,0,0,self,118,944,833,3.322812725e-06,284.0967
0,ccc0391.campuscluster.illinois.edu,0,0,self,120,960,819,3.333836386e-06,287.9565
0,ccc0391.campuscluster.illinois.edu,0,0,self,122,976,806,3.351573201e-06,291.2065
0,ccc0391.campuscluster.illinois.edu,0,0,self,124,992,793,3.350307692e-06,296.0922
0,ccc0391.campuscluster.illinois.edu,0,0,self,127,1016,775,3.393047742e-06,299.4358
0,ccc0391.campuscluster.illinois.edu,0,0,self,130,1040,757,3.397335535e-06,306.1223
0,ccc0391.campuscluster.illinois.edu,0,0,self,133,1064,740,3.430690541e-06,310.1416
0,ccc0391.campuscluster.illinois.edu,0,0,self,136,1088,724,3.455498619e-06,314.8605
0,ccc0391.campuscluster.illinois.edu,0,0,self,139,1112,709,3.465355430e-06,320.8906
0,ccc0391.campuscluster.illinois.edu,0,0,self,142,1136,694,3.500108069e-06,324.5614
0,ccc0391.campuscluster.illinois.edu,0,0,self,145,1160,680,3.510242647e-06,330.4615
0,ccc0391.campuscluster.illinois.edu,0,0,self,148,1184,666,3.509689189e-06,337.3518
0,ccc0391.campuscluster.illinois.edu,0,0,self,151,1208,653,3.559520674e-06,339.3715
0,ccc0391.campuscluster.illinois.edu,0,0,self,154,1232,641,3.573032761e-06,344.8051
0,ccc0391.campuscluster.illinois.edu,0,0,self,157,1256,628,3.606011146e-06,348.3073
0,ccc0391.campuscluster.illinois.edu,0,0,self,160,1280,617,3.614847650e-06,354.0951
0,ccc0391.campuscluster.illinois.edu,0,0,self,163,1304,606,3.649843234e-06,357.2756
0,ccc0391.campuscluster.illinois.edu,0,0,self,166,1328,595,3.694300840e-06,359.4726
0,ccc0391.campuscluster.illinois.edu,0,0,self,169,1352,584,3.699931507e-06,365.4122
0,ccc0391.campuscluster.illinois.edu,0,0,self,172,1376,574,3.708447735e-06,371.0447
0,ccc0391.campuscluster.illinois.edu,0,0,self,175,1400,564,3.730021277e-06,375.3330
0,ccc0391.campuscluster.illinois.edu,0,0,self,178,1424,555,3.779171171e-06,376.8022
0,ccc0391.campuscluster.illinois.edu,0,0,self,181,1448,546,3.827390110e-06,378.3257
0,ccc0391.campuscluster.illinois.edu,0,0,self,184,1472,537,3.813400372e-06,386.0072
0,ccc0391.campuscluster.illinois.edu,0,0,self,187,1496,529,3.838155009e-06,389.7706
0,ccc0391.campuscluster.illinois.edu,0,0,self,191,1528,518,3.885868726e-06,393.2197
0,ccc0391.campuscluster.illinois.edu,0,0,self,195,1560,507,3.894315582e-06,400.5839
0,ccc0391.campuscluster.illinois.edu,0,0,self,199,1592,497,3.910726358e-06,407.0855
0,ccc0391.campuscluster.illinois.edu,0,0,self,203,1624,487,3.922355236e-06,414.0370
0,ccc0391.campuscluster.illinois.edu,0,0,self,207,1656,478,3.944267782e-06,419.8498
0,ccc0391.campuscluster.illinois.edu,0,0,self,211,1688,469,3.963714286e-06,425.8632
0,ccc0391.campuscluster.illinois.edu,0,0,self,215,1720,460,4.001273913e-06,429.8631
0,ccc0391.campuscluster.illinois.edu,0,0,self,219,1752,452,4.026699115e-06,435.0958
0,ccc0391.campuscluster.illinois.edu,0,0,self,223,1784,444,4.046020270e-06,440.9271
0,ccc0391.campuscluster.illinois.edu,0,0,self,227,1816,436,4.072623853e-06,445.9042
0,ccc0391.campuscluster.illinois.edu,0,0,self,231,1848,429,4.123431235e-06,448.1704
0,ccc0391.campuscluster.illinois.edu,0,0,self,235,1880,421,4.140933492e-06,454.0039
0,ccc0391.campuscluster.illinois.edu,0,0,self,239,1912,414,4.167681159e-06,458.7683
0,ccc0391.campuscluster.illinois.edu,0,0,self,243,1944,408,4.200066176e-06,462.8499
0,ccc0391.campuscluster.illinois.edu,0,0,self,247,1976,401,4.251997506e-06,464.7228
0,ccc0391.campuscluster.illinois.edu,0,0,self,251,2008,395,4.273592405e-06,469.8623
0,ccc0391.campuscluster.illinois.edu,0,0,self,256,2048,387,4.283286822e-06,478.1375
0,ccc0391.campuscluster.illinois.edu,0,0,self,261,2088,380,4.348978947e-06,480.1127
0,ccc0391.campuscluster.illinois.edu,0,0,self,266,2128,373,4.395112601e-06,484.1742
0,ccc0391.campuscluster.illinois.edu,0,0,self,271,2168,366,4.398284153e-06,492.9195
0,ccc0391.campuscluster.illinois.edu,0,0,self,276,2208,359,4.428955432e-06,498.5374
0,ccc0391.campuscluster.illinois.edu,0,0,self,281,2248,353,4.486694051e-06,501.0371
0,ccc0391.campuscluster.illinois.edu,0,0,self,286,2288,347,4.547440922e-06,503.1401
0,ccc0391.campuscluster.illinois.edu,0,0,self,291,2328,341,4.535463343e-06,513.2882
0,ccc0391.campuscluster.illinois.edu,0,0,self,296,2368,335,4.589358209e-06,515.9763
0,ccc0391.campuscluster.illinois.edu,0,0,self,301,2408,330,4.650487879e-06,517.7951
0,ccc0391.campuscluster.illinois.edu,0,0,self,306,2448,324,4.656453704e-06,525.7220
0,ccc0391.campuscluster.illinois.edu,0,0,self,311,2488,319,4.708147335e-06,528.4457
0,ccc0391.campuscluster.illinois.edu,0,0,self,316,2528,314,4.713560510e-06,536.3249
0,ccc0391.campuscluster.illinois.edu,0,0,self,322,2576,308,4.765207792e-06,540.5850
0,ccc0391.campuscluster.illinois.edu,0,0,self,328,2624,303,4.833194719e-06,542.9121
0,ccc0391.campuscluster.illinois.edu,0,0,self,334,2672,297,4.846131313e-06,551.3676
0,ccc0391.campuscluster.illinois.edu,0,0,self,340,2720,292,4.898506849e-06,555.2712
0,ccc0391.campuscluster.illinois.edu,0,0,self,346,2768,287,4.947087108e-06,559.5212
0,ccc0391.campuscluster.illinois.edu,0,0,self,352,2816,282,4.991031915e-06,564.2120
0,ccc0391.campuscluster.illinois.edu,0,0,self,358,2864,277,5.047884477e-06,567.3664
0,ccc0391.campuscluster.illinois.edu,0,0,self,364,2912,273,5.067197802e-06,574.6766
0,ccc0391.campuscluster.illinois.edu,0,0,self,370,2960,268,5.158559701e-06,573.8036
0,ccc0391.campuscluster.illinois.edu,0,0,self,376,3008,264,5.164272727e-06,582.4634
0,ccc0391.campuscluster.illinois.edu,0,0,self,383,3064,259,5.222652510e-06,586.6751
0,ccc0391.campuscluster.illinois.edu,0,0,self,390,3120,255,5.259788235e-06,593.1798
0,ccc0391.campuscluster.illinois.edu,0,0,self,397,3176,250,5.298096000e-06,599.4606
0,ccc0391.campuscluster.illinois.edu,0,0,self,404,3232,246,5.312199187e-06,608.4109
0,ccc0391.campuscluster.illinois.edu,0,0,self,411,3288,242,5.400128099e-06,608.8744
0,ccc0391.campuscluster.illinois.edu,0,0,self,418,3344,238,5.438605042e-06,614.8635
0,ccc0391.campuscluster.illinois.edu,0,0,self,425,3400,234,5.511448718e-06,616.8977
0,ccc0391.campuscluster.illinois.edu,0,0,self,432,3456,230,5.563086957e-06,621.2378
0,ccc0391.campuscluster.illinois.edu,0,0,self,439,3512,226,5.627544248e-06,624.0733
0,ccc0391.campuscluster.illinois.edu,0,0,self,447,3576,222,5.638099099e-06,634.2563
0,ccc0391.campuscluster.illinois.edu,0,0,self,455,3640,218,5.742279817e-06,633.8946
0,ccc0391.campuscluster.illinois.edu,0,0,self,463,3704,215,5.833544186e-06,634.9485
0,ccc0391.campuscluster.illinois.edu,0,0,self,471,3768,211,5.849118483e-06,644.1996
0,ccc0391.campuscluster.illinois.edu,0,0,self,479,3832,207,5.899323671e-06,649.5660
0,ccc0391.campuscluster.illinois.edu,0,0,self,487,3896,204,5.980921569e-06,651.4046
0,ccc0391.campuscluster.illinois.edu,0,0,self,495,3960,201,6.026726368e-06,657.0731
0,ccc0391.campuscluster.illinois.edu,0,0,self,503,4024,198,6.092434343e-06,660.4913
0,ccc0391.campuscluster.illinois.edu,0,0,self,512,4096,194,6.182005155e-06,662.5682
0,ccc0391.campuscluster.illinois.edu,0,0,self,521,4168,191,6.230685864e-06,668.9472
0,ccc0391.campuscluster.illinois.edu,0,0,self,530,4240,187,6.267903743e-06,676.4622
0,ccc0391.campuscluster.illinois.edu,0,0,self,539,4312,184,6.294353261e-06,685.0585
0,ccc0391.campuscluster.illinois.edu,0,0,self,548,4384,181,6.361320442e-06,689.1651
0,ccc0391.campuscluster.illinois.edu,0,0,self,557,4456,178,6.447533708e-06,691.1170
0,ccc0391.campuscluster.illinois.edu,0,0,self,566,4528,176,6.479363636e-06,698.8341
0,ccc0391.campuscluster.illinois.edu,0,0,self,576,4608,173,6.511283237e-06,707.6946
0,ccc0391.campuscluster.illinois.edu,0,0,self,586,4688,170,6.613805882e-06,708.8203
0,ccc0391.campuscluster.illinois.edu,0,0,self,596,4768,167,6.661107784e-06,715.7969
0,ccc0391.campuscluster.illinois.edu,0,0,self,606,4848,164,6.741658537e-06,719.1109
0,ccc0391.campuscluster.illinois.edu,0,0,self,616,4928,161,6.860186335e-06,718.3478
0,ccc0391.campuscluster.illinois.edu,0,0,self,626,5008,159,6.848937107e-06,731.2083
0,ccc0391.campuscluster.illinois.edu,0,0,self,637,5096,156,6.902679487e-06,738.2640
0,ccc0391.campuscluster.illinois.edu,0,0,self,648,5184,153,7.000307190e-06,740.5389
0,ccc0391.campuscluster.illinois.edu,0,0,self,659,5272,151,7.054013245e-06,747.3760
0,ccc0391.campuscluster.illinois.edu,0,0,self,670,5360,148,7.207493243e-06,743.6705
0,ccc0391.campuscluster.illinois.edu,0,0,self,681,5448,146,7.238842466e-06,752.6065
0,ccc0391.campuscluster.illinois.edu,0,0,self,692,5536,144,7.322611111e-06,756.0145
0,ccc0391.campuscluster.illinois.edu,0,0,self,704,5632,141,7.382695035e-06,762.8650
0,ccc0391.campuscluster.illinois.edu,0,0,self,716,5728,139,7.440194245e-06,769.8724
0,ccc0391.campuscluster.illinois.edu,0,0,self,728,5824,136,7.591801471e-06,767.1433
0,ccc0391.campuscluster.illinois.edu,0,0,self,740,5920,134,7.701373134e-06,768.6941
0,ccc0391.campuscluster.illinois.edu,0,0,self,752,6016,132,7.763484848e-06,774.9097
0,ccc0391.campuscluster.illinois.edu,0,0,self,765,6120,130,7.765853846e-06,788.0653
0,ccc0391.campuscluster.illinois.edu,0,0,self,778,6224,128,7.807515625e-06,797.1806
0,ccc0391.campuscluster.illinois.edu,0,0,self,791,6328,126,7.897809524e-06,801.2348
0,ccc0391.campuscluster.illinois.edu,0,0,self,804,6432,124,7.996919355e-06,804.3097
0,ccc0391.campuscluster.illinois.edu,0,0,self,817,6536,122,8.081204918e-06,808.7903
0,ccc0391.campuscluster.illinois.edu,0,0,self,831,6648,120,8.188925000e-06,811.8282
0,ccc0391.campuscluster.illinois.edu,0,0,self,845,6760,118,8.333745763e-06,811.1599
0,ccc0391.campuscluster.illinois.edu,0,0,self,859,6872,116,8.389163793e-06,819.1520
0,ccc0391.campuscluster.illinois.edu,0,0,self,873,6984,114,8.490026316e-06,822.6123
0,ccc0391.campuscluster.illinois.edu,0,0,self,887,7096,112,8.557008929e-06,829.2617
0,ccc0391.campuscluster.illinois.edu,0,0,self,902,7216,110,8.692554545e-06,830.1357
0,ccc0391.campuscluster.illinois.edu,0,0,self,917,7336,108,8.838685185e-06,829.9877
0,ccc0391.campuscluster.illinois.edu,0,0,self,932,7456,107,8.858644860e-06,841.6637
0,ccc0391.campuscluster.illinois.edu,0,0,self,947,7576,105,8.976714286e-06,843.9614
0,ccc0391.campuscluster.illinois.edu,0,0,self,963,7704,103,9.042961165e-06,851.9333
0,ccc0391.campuscluster.illinois.edu,0,0,self,979,7832,101,9.192851485e-06,851.9663
0,ccc0391.campuscluster.illinois.edu,0,0,self,995,7960,100,9.282190000e-06,857.5562
0,ccc0391.campuscluster.illinois.edu,0,0,self,1011,8088,98,9.350571429e-06,864.9739
0,ccc0391.campuscluster.illinois.edu,0,0,self,1028,8224,97,1.220462887e-05,673.8427
0,ccc0391.campuscluster.illinois.edu,0,0,self,1045,8360,95,1.229008421e-05,680.2232
0,ccc0391.campuscluster.illinois.edu,0,0,self,1062,8496,93,1.232720430e-05,689.2074
0,ccc0391.campuscluster.illinois.edu,0,0,self,1080,8640,92,1.249646739e-05,691.3954
0,ccc0391.campuscluster.illinois.edu,0,0,self,1098,8784,90,1.252570000e-05,701.2782
0,ccc0391.campuscluster.illinois.edu,0,0,self,1116,8928,89,1.268501124e-05,703.8228
0,ccc0391.campuscluster.illinois.edu,0,0,self,1134,9072,88,1.275652273e-05,711.1656
0,ccc0391.campuscluster.illinois.edu,0,0,self,1153,9224,86,1.293633721e-05,713.0303
0,ccc0391.campuscluster.illinois.edu,0,0,self,1172,9376,85,1.301274118e-05,720.5246
0,ccc0391.campuscluster.illinois.edu,0,0,self,1191,9528,83,1.300401205e-05,732.6970
0,ccc0391.campuscluster.illinois.edu,0,0,self,1211,9688,82,1.302368293e-05,743.8756
0,ccc0391.campuscluster.illinois.edu,0,0,self,1231,9848,81,1.311964198e-05,750.6302
0,ccc0391.campuscluster.illinois.edu,0,0,self,1251,10008,79,1.316581013e-05,760.1507
0,ccc0391.campuscluster.illinois.edu,0,0,self,1272,10176,78,1.323775641e-05,768.7103
0,ccc0391.campuscluster.illinois.edu,0,0,self,1293,10344,77,1.333407792e-05,775.7567
0,ccc0391.campuscluster.illinois.edu,0,0,self,1314,10512,75,1.335368000e-05,787.1987
0,ccc0391.campuscluster.illinois.edu,0,0,self,1336,10688,74,1.339739189e-05,797.7672
0,ccc0391.campuscluster.illinois.edu,0,0,self,1358,10864,73,1.345561644e-05,807.3952
0,ccc0391.campuscluster.illinois.edu,0,0,self,1380,11040,72,1.357222222e-05,813.4261
0,ccc0391.campuscluster.illinois.edu,0,0,self,1403,11224,71,1.356780282e-05,827.2526
0,ccc0391.campuscluster.illinois.edu,0,0,self,1426,11408,70,1.361564286e-05,837.8598
0,ccc0391.campuscluster.illinois.edu,0,0,self,1449,11592,68,1.372467647e-05,844.6101
0,ccc0391.campuscluster.illinois.edu,0,0,self,1473,11784,67,1.383501493e-05,851.7519
0,ccc0391.campuscluster.illinois.edu,0,0,self,1497,11976,66,1.381419697e-05,866.9342
0,ccc0391.campuscluster.illinois.edu,0,0,self,1521,12168,65,1.401578462e-05,868.1640
0,ccc0391.campuscluster.illinois.edu,0,0,self,1546,12368,64,1.414460937e-05,874.3967
0,ccc0391.campuscluster.illinois.edu,0,0,self,1571,12568,63,1.410433333e-05,891.0737
0,ccc0391.campuscluster.illinois.edu,0,0,self,1597,12776,62,1.411885484e-05,904.8893
0,ccc0391.campuscluster.illinois.edu,0,0,self,1623,12984,61,1.432122951e-05,906.6261
0,ccc0391.campuscluster.illinois.edu,0,0,self,1649,13192,60,1.434535000e-05,919.6011
0,ccc0391.campuscluster.illinois.edu,0,0,self,1676,13408,59,1.438437288e-05,932.1227
0,ccc0391.campuscluster.illinois.edu,0,0,self,1703,13624,58,1.450575862e-05,939.2132
0,ccc0391.campuscluster.illinois.edu,0,0,self,1731,13848,57,1.457796491e-05,949.9268
0,ccc0391.campuscluster.illinois.edu,0,0,self,1759,14072,56,1.459641071e-05,964.0726
0,ccc0391.campuscluster.illinois.edu,0,0,self,1788,14304,55,1.474814545e-05,969.8847
0,ccc0391.campuscluster.illinois.edu,0,0,self,1817,14536,54,1.477040741e-05,984.1299
0,ccc0391.campuscluster.illinois.edu,0,0,self,1847,14776,54,1.495594444e-05,987.9684
0,ccc0391.campuscluster.illinois.edu,0,0,self,1877,15016,53,1.499541509e-05,1001.3727
0,ccc0391.campuscluster.illinois.edu,0,0,self,1908,15264,52,1.504063462e-05,1014.8508
0,ccc0391.campuscluster.illinois.edu,0,0,self,1939,15512,51,1.520352941e-05,1020.2894
0,ccc0391.campuscluster.illinois.edu,0,0,self,1971,15768,50,1.528178000e-05,1031.8170
0,ccc0391.campuscluster.illinois.edu,0,0,self,2003,16024,49,1.541883673e-05,1039.2483
0,ccc0391.campuscluster.illinois.edu,0,0,self,2036,16288,49,1.553128571e-05,1048.7219
0,ccc0391.campuscluster.illinois.edu,0,0,self,2069,16552,48,1.577075000e-05,1049.5379
0,ccc0391.campuscluster.illinois.edu,0,0,self,2103,16824,47,1.592125532e-05,1056.7006
0,ccc0391.campuscluster.illinois.edu,0,0,self,2137,17096,46,1.606221739e-05,1064.3611
0,ccc0391.campuscluster.illinois.edu,0,0,self,2172,17376,45,1.622722222e-05,1070.7932
0,ccc0391.campuscluster.illinois.edu,0,0,self,2207,17656,45,1.640066667e-05,1076.5416
0,ccc0391.campuscluster.illinois.edu,0,0,self,2243,17944,44,1.665340909e-05,1077.4971
0,ccc0391.campuscluster.illinois.edu,0,0,self,2279,18232,43,1.694025581e-05,1076.2529
0,ccc0391.campuscluster.illinois.edu,0,0,self,2316,18528,43,1.700504651e-05,1089.5589
0,ccc0391.campuscluster.illinois.edu,0,0,self,2354,18832,42,1.731928571e-05,1087.3428
0,ccc0391.campuscluster.illinois.edu,0,0,self,2392,19136,41,1.747631707e-05,1094.9675
0,ccc0391.campuscluster.illinois.edu,0,0,self,2431,19448,41,1.763492683e-05,1102.8115
0,ccc0391.campuscluster.illinois.edu,0,0,self,2470,19760,40,1.792375000e-05,1102.4479
0,ccc0391.campuscluster.illinois.edu,0,0,self,2510,20080,39,1.820274359e-05,1103.1304
0,ccc0391.campuscluster.illinois.edu,0,0,self,2551,20408,39,1.833684615e-05,1112.9504
0,ccc0391.campuscluster.illinois.edu,0,0,self,2592,20736,38,1.860555263e-05,1114.5060
0,ccc0391.campuscluster.illinois.edu,0,0,self,2634,21072,37,1.893567568e-05,1112.8201
0,ccc0391.campuscluster.illinois.edu,0,0,self,2677,21416,37,1.910056757e-05,1121.2232
0,ccc0391.campuscluster.illinois.edu,0,0,self,2720,21760,36,1.935505556e-05,1124.2541
0,ccc0391.campuscluster.illinois.edu,0,0,self,2764,22112,36,1.955655556e-05,1130.6695
0,ccc0391.campuscluster.illinois.edu,0,0,self,2809,22472,35,1.987400000e-05,1130.7236
0,ccc0391.campuscluster.illinois.edu,0,0,self,2854,22832,35,2.000740000e-05,1141.1778
0,ccc0391.campuscluster.illinois.edu,0,0,self,2900,23200,34,2.039370588e-05,1137.6059
0,ccc0391.campuscluster.illinois.edu,0,0,self,2947,23576,33,2.068896970e-05,1139.5444
0,ccc0391.campuscluster.illinois.edu,0,0,self,2995,23960,33,2.092336364e-05,1145.1314
0,ccc0391.campuscluster.illinois.edu,0,0,self,3043,24344,32,2.103806250e-05,1157.1408
0,ccc0391.campuscluster.illinois.edu,0,0,self,3092,24736,32,2.146071875e-05,1152.6175
0,ccc0391.campuscluster.illinois.edu,0,0,self,3142,25136,31,2.177812903e-05,1154.1855
0,ccc0391.campuscluster.illinois.edu,0,0,self,3193,25544,31,2.179587097e-05,1171.9651
0,ccc0391.campuscluster.illinois.edu,0,0,self,3245,25960,30,2.216543333e-05,1171.1930
